ID	TAID	Type	TextID	WordID	StartChar	FinishChar	StartPara	FinishPara	Weight	Preview	Text	Author	Date	CommentL	GroupID	PosX1	PosX2	Page	IsText	Area	Coverage	TooltipVars	Memos	SegType	SegPosType	SegPos1StdUnit	SegPos1X	SegPos1Y	SegPos1Z	SegPos1W	SegPos1U	SegPos1V	SegPos2StdUnit	SegPos2X	SegPos2Y	SegPos2Z	SegPos2W	SegPos2U	SegPos2V	ContentFlag	GeoLinkID	MemoID	LastChgUser	LastChgDate
16	16	0	3	8					0	Ich	BLOB	anonymous	2018-01-25T18:54:23.523		0					3	0.185528756957328		BLOB	0	1	2	336	0	0	2	0	0	2	339	0	0	2	0	0	0	0	0	anonymous	2018-03-27T10:00:46.471
17	17	0	9	12					0	ich	BLOB	anonymous	2018-01-25T18:55:14.187		0					3	0.100133511348465		BLOB	0	1	9	504	0	0	9	0	0	9	507	0	0	9	0	0	0	0	0	anonymous	2018-03-27T10:00:46.490
18	18	0	9	12					0	ich	BLOB	anonymous	2018-01-25T18:55:23.066		0					3	0.100133511348465		BLOB	0	1	9	540	0	0	9	0	0	9	543	0	0	9	0	0	0	0	0	anonymous	2018-03-27T10:00:46.492
19	19	0	9	7					0	ich	BLOB	anonymous	2018-01-25T18:58:56.103	Reflexion	0					3	0.100133511348465		BLOB	0	1	26	1149	0	0	26	0	0	26	1152	0	0	26	0	0	0	0	0	anonymous	2018-03-27T10:00:46.494
20	20	0	9	7					0	Ich	BLOB	anonymous	2018-01-25T18:59:36.936		0					3	0.100133511348465		BLOB	0	1	27	1178	0	0	27	0	0	27	1181	0	0	27	0	0	0	0	0	anonymous	2018-03-27T10:00:46.496
21	21	0	9	7					0	ich	BLOB	anonymous	2018-01-25T18:59:45.820		0					3	0.100133511348465		BLOB	0	1	31	1296	0	0	31	0	0	31	1299	0	0	31	0	0	0	0	0	anonymous	2018-03-27T10:00:46.498
22	22	0	9	7					0	ich	BLOB	anonymous	2018-01-25T18:59:55.462		0					3	0.100133511348465		BLOB	0	1	31	1319	0	0	31	0	0	31	1322	0	0	31	0	0	0	0	0	anonymous	2018-03-27T10:00:46.500
23	23	0	9	7					0	ich	BLOB	anonymous	2018-01-25T19:00:05.304		0					3	0.100133511348465		BLOB	0	1	31	1339	0	0	31	0	0	31	1342	0	0	31	0	0	0	0	0	anonymous	2018-03-27T10:00:46.503
24	24	0	10	1					0	ich	BLOB	anonymous	2018-01-25T19:00:49.798		0					3	0.0106160869103648		BLOB	0	1	23	3150	0	0	23	0	0	23	3153	0	0	23	0	0	0	0	0	anonymous	2018-03-27T10:00:46.519
25	25	0	10	8					0	ich	BLOB	anonymous	2018-01-25T19:01:06.701		0					3	0.0106160869103648		BLOB	0	1	115	27934	0	0	115	0	0	115	27937	0	0	115	0	0	0	0	0	anonymous	2018-03-27T10:00:46.522
26	26	0	11	2					0	Ich	BLOB	anonymous	2018-01-25T19:01:37.215	Mix Erzähler	0					3	0.00643970291503885		BLOB	0	1	3	454	0	0	3	0	0	3	457	0	0	3	0	0	0	0	0	anonymous	2018-03-27T10:00:46.550
27	27	0	11	2					0	ich	BLOB	anonymous	2018-01-25T19:04:34.724		0					3	0.00643970291503885		BLOB	0	1	3	798	0	0	3	0	0	3	801	0	0	3	0	0	0	0	0	anonymous	2018-03-27T10:00:46.552
28	28	0	11	1					0	ich	BLOB	anonymous	2018-01-25T19:04:49.638		0					3	0.00643970291503885		BLOB	0	1	3	798	0	0	3	0	0	3	801	0	0	3	0	0	0	0	0	anonymous	2018-03-27T10:00:46.555
29	29	0	11	2					0	Ich	BLOB	anonymous	2018-01-25T19:05:41.568		0					3	0.00643970291503885		BLOB	0	1	3	855	0	0	3	0	0	3	858	0	0	3	0	0	0	0	0	anonymous	2018-03-27T10:00:46.558
30	30	0	14	1					0	ich	BLOB	anonymous	2018-01-29T13:09:28.079		0					3	0.00201614258160337		BLOB	0	1	107	10719	0	0	107	0	0	107	10722	0	0	107	0	0	0	0	0	anonymous	2018-03-27T10:00:46.622
31	31	0	14	7					0	ich	BLOB	anonymous	2018-01-29T13:12:27.083	Mix Forscher	0					3	0.00201614258160337		BLOB	0	1	109	12064	0	0	109	0	0	109	12067	0	0	109	0	0	0	0	0	anonymous	2018-03-27T10:00:46.625
32	32	0	14	6					0	ich	BLOB	anonymous	2018-01-29T13:13:26.532		0					3	0.00201614258160337		BLOB	0	1	139	22320	0	0	139	0	0	139	22323	0	0	139	0	0	0	0	0	anonymous	2018-03-27T10:00:46.626
33	33	0	14	6					0	ich	BLOB	anonymous	2018-01-29T13:13:33.844		0					3	0.00201614258160337		BLOB	0	1	139	22347	0	0	139	0	0	139	22350	0	0	139	0	0	0	0	0	anonymous	2018-03-27T10:00:46.629
34	34	0	14	7					0	ich	BLOB	anonymous	2018-01-29T13:13:56.760	Mix Forscher	0					3	0.00201614258160337		BLOB	0	1	155	29444	0	0	155	0	0	155	29447	0	0	155	0	0	0	0	0	anonymous	2018-03-27T10:00:46.631
35	35	0	14	2					0	ich	BLOB	anonymous	2018-01-29T13:14:42.537	Mix Erzähler	0					3	0.00201614258160337		BLOB	0	1	170	33381	0	0	170	0	0	170	33384	0	0	170	0	0	0	0	0	anonymous	2018-03-27T10:00:46.633
36	36	0	14	2					0	ich	BLOB	anonymous	2018-01-29T13:17:13.055	Mix Erzähler	0					3	0.00201614258160337		BLOB	0	1	170	33577	0	0	170	0	0	170	33580	0	0	170	0	0	0	0	0	anonymous	2018-03-27T10:00:46.635
37	37	0	14	2					0	ich	BLOB	anonymous	2018-01-29T13:17:42.959	Mix Erzähler	0					3	0.00201614258160337		BLOB	0	1	170	33903	0	0	170	0	0	170	33906	0	0	170	0	0	0	0	0	anonymous	2018-03-27T10:00:46.637
38	38	0	14	2					0	ich	BLOB	anonymous	2018-01-29T13:18:14.117	Mix Erzähler	0					3	0.00201614258160337		BLOB	0	1	177	36392	0	0	177	0	0	177	36395	0	0	177	0	0	0	0	0	anonymous	2018-03-27T10:00:46.639
39	39	0	14	2					0	ich	BLOB	anonymous	2018-01-29T13:19:04.476		0					3	0.00201614258160337		BLOB	0	1	178	37055	0	0	178	0	0	178	37058	0	0	178	0	0	0	0	0	anonymous	2018-03-27T10:00:46.642
40	40	0	14	5					0	ich	BLOB	anonymous	2018-01-29T13:19:43.243	Mix Forscher	0					3	0.00201614258160337		BLOB	0	1	283	59767	0	0	283	0	0	283	59770	0	0	283	0	0	0	0	0	anonymous	2018-03-27T10:00:46.645
41	41	0	14	4					0	ich	BLOB	anonymous	2018-01-29T13:20:39.506		0					3	0.00201614258160337		BLOB	0	1	692	148168	0	0	692	0	0	692	148171	0	0	692	0	0	0	0	0	anonymous	2018-03-27T10:00:46.648
42	42	0	14	13					0	ich	BLOB	anonymous	2018-01-29T13:20:51.762		0					3	0.00201614258160337		BLOB	0	1	692	148168	0	0	692	0	0	692	148171	0	0	692	0	0	0	0	0	anonymous	2018-03-27T10:00:46.650
43	43	0	14	13					0	ich	BLOB	anonymous	2018-01-29T13:21:06.836		0					3	0.00201614258160337		BLOB	0	1	692	148193	0	0	692	0	0	692	148196	0	0	692	0	0	0	0	0	anonymous	2018-03-27T10:00:46.652
44	44	0	15	8					0	ich	BLOB	anonymous	2018-01-29T13:22:34.951		0					3	0.0450180072028812		BLOB	0	1	23	1482	0	0	23	0	0	23	1485	0	0	23	0	0	0	0	0	anonymous	2018-03-27T10:00:46.677
45	45	0	15	8					0	ich	BLOB	anonymous	2018-01-29T13:23:04.827		0					3	0.0450180072028812		BLOB	0	1	38	5823	0	0	38	0	0	38	5826	0	0	38	0	0	0	0	0	anonymous	2018-03-27T10:00:46.680
46	46	0	15	8					0	ich	BLOB	anonymous	2018-01-29T13:25:49.866		0					3	0.0450180072028812		BLOB	0	1	43	6083	0	0	43	0	0	43	6086	0	0	43	0	0	0	0	0	anonymous	2018-03-27T10:00:46.683
47	47	0	15	8					0	ich	BLOB	anonymous	2018-01-29T13:26:08.089		0					3	0.0450180072028812		BLOB	0	1	43	6168	0	0	43	0	0	43	6171	0	0	43	0	0	0	0	0	anonymous	2018-03-27T10:00:46.686
48	48	0	15	8					0	Ich	BLOB	anonymous	2018-01-29T13:26:26.066		0					3	0.0450180072028812		BLOB	0	1	43	6365	0	0	43	0	0	43	6368	0	0	43	0	0	0	0	0	anonymous	2018-03-27T10:00:46.688
49	49	0	17	5					0	ich	BLOB	anonymous	2018-01-29T13:27:56.592	Anmerkung für eigene Überarbeitung	0					3	0.0141669814884775		BLOB	0	1	53	10397	0	0	53	0	0	53	10400	0	0	53	0	0	0	0	0	anonymous	2018-03-27T10:00:46.735
50	50	0	16	12					0	Ich	BLOB	anonymous	2018-01-29T13:34:08.692		0					3	0.00390706397166076		BLOB	0	1	207	74893	0	0	207	0	0	207	74896	0	0	207	0	0	0	0	0	anonymous	2018-03-27T10:00:46.719
51	51	0	17	4					0	Ich	BLOB	anonymous	2018-01-29T13:34:34.688		0					3	0.0141669814884775		BLOB	0	1	55	12331	0	0	55	0	0	55	12334	0	0	55	0	0	0	0	0	anonymous	2018-03-27T10:00:46.737
52	52	0	17	4					0	ich	BLOB	anonymous	2018-01-29T13:34:43.422		0					3	0.0141669814884775		BLOB	0	1	55	12402	0	0	55	0	0	55	12405	0	0	55	0	0	0	0	0	anonymous	2018-03-27T10:00:46.739
53	53	0	17	4					0	ich	BLOB	anonymous	2018-01-29T13:34:58.447		0					3	0.0141669814884775		BLOB	0	1	55	12478	0	0	55	0	0	55	12481	0	0	55	0	0	0	0	0	anonymous	2018-03-27T10:00:46.741
54	54	0	17	8					0	ich	BLOB	anonymous	2018-01-29T13:35:11.546		0					3	0.0141669814884775		BLOB	0	1	82	20852	0	0	82	0	0	82	20855	0	0	82	0	0	0	0	0	anonymous	2018-03-27T10:00:46.743
55	55	0	17	10					0	Ich	BLOB	anonymous	2018-01-29T13:35:26.682		0					3	0.0141669814884775		BLOB	0	1	84	20959	0	0	84	0	0	84	20962	0	0	84	0	0	0	0	0	anonymous	2018-03-27T10:00:46.745
56	56	0	17	10					0	Ich	BLOB	anonymous	2018-01-29T13:35:34.915		0					3	0.0141669814884775		BLOB	0	1	84	20966	0	0	84	0	0	84	20969	0	0	84	0	0	0	0	0	anonymous	2018-03-27T10:00:46.747
57	57	0	17	10					0	Ich	BLOB	anonymous	2018-01-29T13:35:42.337		0					3	0.0141669814884775		BLOB	0	1	84	20991	0	0	84	0	0	84	20994	0	0	84	0	0	0	0	0	anonymous	2018-03-27T10:00:46.749
58	58	0	17	8					0	Ich	BLOB	anonymous	2018-01-29T13:35:54.075		0					3	0.0141669814884775		BLOB	0	1	88	21177	0	0	88	0	0	88	21180	0	0	88	0	0	0	0	0	anonymous	2018-03-27T10:00:46.751
59	59	0	46	4					0	ich	BLOB	anonymous	2018-01-29T13:36:09.441		1					3	0.00322761113741016		BLOB	0	1	34	5417	0	0	34	0	0	34	5420	0	0	34	0	0	0	0	0	anonymous	2018-03-27T10:00:48.061
60	60	0	46	4					0	ich	BLOB	anonymous	2018-01-29T13:36:22.347		1					3	0.00322761113741016		BLOB	0	1	35	6047	0	0	35	0	0	35	6050	0	0	35	0	0	0	0	0	anonymous	2018-03-27T10:00:48.064
61	61	0	46	5					0	ich	BLOB	anonymous	2018-01-29T13:36:44.519	Mix Erzähler	1					3	0.00322761113741016		BLOB	0	1	35	6117	0	0	35	0	0	35	6120	0	0	35	0	0	0	0	0	anonymous	2018-03-27T10:00:48.065
62	62	0	46	4					0	ich	BLOB	anonymous	2018-01-29T13:37:11.632		1					3	0.00322761113741016		BLOB	0	1	36	6525	0	0	36	0	0	36	6528	0	0	36	0	0	0	0	0	anonymous	2018-03-27T10:00:48.068
63	63	0	46	4					0	ich	BLOB	anonymous	2018-01-29T13:37:19.248		1					3	0.00322761113741016		BLOB	0	1	37	6935	0	0	37	0	0	37	6938	0	0	37	0	0	0	0	0	anonymous	2018-03-27T10:00:48.070
64	64	0	46	4					0	ich	BLOB	anonymous	2018-01-29T13:37:25.645		1					3	0.00322761113741016		BLOB	0	1	37	7002	0	0	37	0	0	37	7005	0	0	37	0	0	0	0	0	anonymous	2018-03-27T10:00:48.072
65	65	0	46	4					0	ich	BLOB	anonymous	2018-01-29T13:37:37.474		1					3	0.00322761113741016		BLOB	0	1	38	7674	0	0	38	0	0	38	7677	0	0	38	0	0	0	0	0	anonymous	2018-03-27T10:00:48.074
66	66	0	46	4					0	Ich	BLOB	anonymous	2018-01-29T13:37:44.932		1					3	0.00322761113741016		BLOB	0	1	39	8002	0	0	39	0	0	39	8005	0	0	39	0	0	0	0	0	anonymous	2018-03-27T10:00:48.076
67	67	0	46	4					0	ich	BLOB	anonymous	2018-01-29T13:37:52.222		1					3	0.00322761113741016		BLOB	0	1	39	8817	0	0	39	0	0	39	8820	0	0	39	0	0	0	0	0	anonymous	2018-03-27T10:00:48.077
68	68	0	46	5					0	ich	BLOB	anonymous	2018-01-29T13:38:11.322	Mix Forscher	1					3	0.00322761113741016		BLOB	0	1	54	19030	0	0	54	0	0	54	19033	0	0	54	0	0	0	0	0	anonymous	2018-03-27T10:00:48.079
69	69	0	46	4					0	ich	BLOB	anonymous	2018-01-29T13:38:38.274		1					3	0.00322761113741016		BLOB	0	1	54	19106	0	0	54	0	0	54	19109	0	0	54	0	0	0	0	0	anonymous	2018-03-27T10:00:48.081
70	70	0	46	13					0	ich	BLOB	anonymous	2018-01-29T13:38:59.623		1					3	0.00322761113741016		BLOB	0	1	75	32313	0	0	75	0	0	75	32316	0	0	75	0	0	0	0	0	anonymous	2018-03-27T10:00:48.084
71	71	0	46	6					0	ich	BLOB	anonymous	2018-01-29T13:39:21.961		1					3	0.00322761113741016		BLOB	0	1	124	60644	0	0	124	0	0	124	60647	0	0	124	0	0	0	0	0	anonymous	2018-03-27T10:00:48.085
72	72	0	46	6					0	ich	BLOB	anonymous	2018-01-29T13:39:29.768		1					3	0.00322761113741016		BLOB	0	1	124	60786	0	0	124	0	0	124	60789	0	0	124	0	0	0	0	0	anonymous	2018-03-27T10:00:48.087
73	73	0	46	2					0	Ich	BLOB	anonymous	2018-01-29T13:39:43.112	Mix Erzähler	1					3	0.00322761113741016		BLOB	0	1	135	64673	0	0	135	0	0	135	64676	0	0	135	0	0	0	0	0	anonymous	2018-03-27T10:00:48.089
74	74	0	46	2					0	ich	BLOB	anonymous	2018-01-29T13:40:20.492	Mix Erzähler	1					3	0.00322761113741016		BLOB	0	1	135	64988	0	0	135	0	0	135	64991	0	0	135	0	0	0	0	0	anonymous	2018-03-27T10:00:48.091
75	75	0	46	2					0	Ich	BLOB	anonymous	2018-01-29T13:40:37.581		1					3	0.00322761113741016		BLOB	0	1	135	65084	0	0	135	0	0	135	65087	0	0	135	0	0	0	0	0	anonymous	2018-03-27T10:00:48.093
76	76	0	46	4					0	ich	BLOB	anonymous	2018-01-29T13:40:54.103		1					3	0.00322761113741016		BLOB	0	1	138	66934	0	0	138	0	0	138	66937	0	0	138	0	0	0	0	0	anonymous	2018-03-27T10:00:48.095
77	77	0	46	12					0	ich	BLOB	anonymous	2018-01-29T13:41:11.451		1					3	0.00322761113741016		BLOB	0	1	155	69639	0	0	155	0	0	155	69642	0	0	155	0	0	0	0	0	anonymous	2018-03-27T10:00:48.097
78	78	0	46	12					0	ich	BLOB	anonymous	2018-01-29T13:41:17.174		1					3	0.00322761113741016		BLOB	0	1	159	71493	0	0	159	0	0	159	71496	0	0	159	0	0	0	0	0	anonymous	2018-03-27T10:00:48.099
79	79	0	46	12					0	ich	BLOB	anonymous	2018-01-29T13:41:23.572		1					3	0.00322761113741016		BLOB	0	1	159	71532	0	0	159	0	0	159	71535	0	0	159	0	0	0	0	0	anonymous	2018-03-27T10:00:48.100
80	80	0	46	12					0	ich	BLOB	anonymous	2018-01-29T13:41:31.677		1					3	0.00322761113741016		BLOB	0	1	159	71557	0	0	159	0	0	159	71560	0	0	159	0	0	0	0	0	anonymous	2018-03-27T10:00:48.102
81	81	0	46	12					0	Ich	BLOB	anonymous	2018-01-29T13:41:40.429		1					3	0.00322761113741016		BLOB	0	1	164	73336	0	0	164	0	0	164	73339	0	0	164	0	0	0	0	0	anonymous	2018-03-27T10:00:48.103
82	82	0	46	4					0	ich	BLOB	anonymous	2018-01-29T13:41:49.130		1					3	0.00322761113741016		BLOB	0	1	181	83444	0	0	181	0	0	181	83447	0	0	181	0	0	0	0	0	anonymous	2018-03-27T10:00:48.105
83	83	0	46	4					0	ich	BLOB	anonymous	2018-01-29T13:42:01.629		1					3	0.00322761113741016		BLOB	0	1	181	83733	0	0	181	0	0	181	83736	0	0	181	0	0	0	0	0	anonymous	2018-03-27T10:00:48.106
84	84	0	46	4					0	ich	BLOB	anonymous	2018-01-29T13:42:07.994		1					3	0.00322761113741016		BLOB	0	1	181	83828	0	0	181	0	0	181	83831	0	0	181	0	0	0	0	0	anonymous	2018-03-27T10:00:48.108
85	85	0	46	5					0	Ich	BLOB	anonymous	2018-01-29T13:42:20.915	Mix Erzähler	1					3	0.00322761113741016		BLOB	0	1	183	88503	0	0	183	0	0	183	88506	0	0	183	0	0	0	0	0	anonymous	2018-03-27T10:00:48.109
86	86	0	46	6					0	ich	BLOB	anonymous	2018-01-29T13:42:41.987		1					3	0.00322761113741016		BLOB	0	1	183	88560	0	0	183	0	0	183	88563	0	0	183	0	0	0	0	0	anonymous	2018-03-27T10:00:48.111
87	87	0	46	13					0	ich	BLOB	anonymous	2018-01-29T13:43:04.818	Mix Verfasser	1					3	0.00322761113741016		BLOB	0	1	203	92497	0	0	203	0	0	203	92500	0	0	203	0	0	0	0	0	anonymous	2018-03-27T10:00:48.112
88	88	0	19	2					0	ich	BLOB	anonymous	2018-01-29T13:43:58.850	Mix Erzähler	0					3	0.0324675324675325		BLOB	0	1	4	2144	0	0	4	0	0	4	2147	0	0	4	0	0	0	0	0	anonymous	2018-03-27T10:00:46.772
89	89	0	19	1					0	ich	BLOB	anonymous	2018-01-29T13:44:30.933		0					3	0.0324675324675325		BLOB	0	1	4	2285	0	0	4	0	0	4	2288	0	0	4	0	0	0	0	0	anonymous	2018-03-27T10:00:46.774
90	90	0	19	2					0	Ich	BLOB	anonymous	2018-01-29T13:44:55.879		0					3	0.0324675324675325		BLOB	0	1	13	6207	0	0	13	0	0	13	6210	0	0	13	0	0	0	0	0	anonymous	2018-03-27T10:00:46.775
91	91	0	19	2					0	ich	BLOB	anonymous	2018-01-29T13:45:17.735		0					3	0.0324675324675325		BLOB	0	1	13	6525	0	0	13	0	0	13	6528	0	0	13	0	0	0	0	0	anonymous	2018-03-27T10:00:46.777
92	92	0	19	1					0	Ich	BLOB	anonymous	2018-01-29T13:45:35.566		0					3	0.0324675324675325		BLOB	0	1	13	6616	0	0	13	0	0	13	6619	0	0	13	0	0	0	0	0	anonymous	2018-03-27T10:00:46.779
93	93	0	19	6					0	ich	BLOB	anonymous	2018-01-29T13:45:51.459		0					3	0.0324675324675325		BLOB	0	1	13	6937	0	0	13	0	0	13	6940	0	0	13	0	0	0	0	0	anonymous	2018-03-27T10:00:46.781
94	94	0	19	7					0	ich	BLOB	anonymous	2018-01-29T13:46:08.602	Mix Forscher	0					3	0.0324675324675325		BLOB	0	1	13	7103	0	0	13	0	0	13	7106	0	0	13	0	0	0	0	0	anonymous	2018-03-27T10:00:46.784
95	95	0	20	14					0	Ich	BLOB	anonymous	2018-01-29T13:46:38.548		0					3	0.0166666666666667		BLOB	0	1	63	17215	0	0	63	0	0	63	17218	0	0	63	0	0	0	0	0	anonymous	2018-03-27T10:00:46.809
96	96	0	20	14					0	ich	BLOB	anonymous	2018-01-29T13:46:46.939		0					3	0.0166666666666667		BLOB	0	1	63	17283	0	0	63	0	0	63	17286	0	0	63	0	0	0	0	0	anonymous	2018-03-27T10:00:46.811
97	97	0	20	14					0	Ich	BLOB	anonymous	2018-01-29T13:46:54.512		0					3	0.0166666666666667		BLOB	0	1	64	17768	0	0	64	0	0	64	17771	0	0	64	0	0	0	0	0	anonymous	2018-03-27T10:00:46.813
98	98	0	23	3					0	ich	BLOB	anonymous	2018-01-29T15:39:39.022		0					3	0.0685557586837294		BLOB	0	1	4	192	0	0	4	0	0	4	195	0	0	4	0	0	0	0	0	anonymous	2018-03-27T10:00:46.834
99	99	0	23	4					0	ich	BLOB	anonymous	2018-01-29T15:40:01.212		0					3	0.0685557586837294		BLOB	0	1	31	2265	0	0	31	0	0	31	2268	0	0	31	0	0	0	0	0	anonymous	2018-03-27T10:00:46.837
100	100	0	23	4					0	ich	BLOB	anonymous	2018-01-29T15:40:10.289		0					3	0.0685557586837294		BLOB	0	1	31	2433	0	0	31	0	0	31	2436	0	0	31	0	0	0	0	0	anonymous	2018-03-27T10:00:46.839
101	101	0	23	4					0	ich	BLOB	anonymous	2018-01-29T15:40:18.283		0					3	0.0685557586837294		BLOB	0	1	31	2652	0	0	31	0	0	31	2655	0	0	31	0	0	0	0	0	anonymous	2018-03-27T10:00:46.841
102	102	0	27	8					0	Ich	BLOB	anonymous	2018-01-29T15:40:36.285		0					3	0.0271296798697775		BLOB	0	1	64	10279	0	0	64	0	0	64	10282	0	0	64	0	0	0	0	0	anonymous	2018-03-27T10:00:46.855
103	103	0	27	8					0	Ich	BLOB	anonymous	2018-01-29T15:40:45.050		0					3	0.0271296798697775		BLOB	0	1	66	10501	0	0	66	0	0	66	10504	0	0	66	0	0	0	0	0	anonymous	2018-03-27T10:00:46.857
104	104	0	27	8					0	ich	BLOB	anonymous	2018-01-29T15:40:53.311		0					3	0.0271296798697775		BLOB	0	1	75	10936	0	0	75	0	0	75	10939	0	0	75	0	0	0	0	0	anonymous	2018-03-27T10:00:46.859
105	105	0	28	4					0	ich	BLOB	anonymous	2018-01-29T15:41:21.536		0					3	0.00201832640374601		BLOB	0	1	100	10423	0	0	100	0	0	100	10426	0	0	100	0	0	0	0	0	anonymous	2018-03-27T10:00:46.924
106	106	0	28	13					0	ich	BLOB	anonymous	2018-01-29T15:41:47.344		0					3	0.00201832640374601		BLOB	0	1	102	11768	0	0	102	0	0	102	11771	0	0	102	0	0	0	0	0	anonymous	2018-03-27T10:00:46.926
107	107	0	28	13					0	ich	BLOB	anonymous	2018-01-29T15:42:07.621		0					3	0.00201832640374601		BLOB	0	1	132	22024	0	0	132	0	0	132	22027	0	0	132	0	0	0	0	0	anonymous	2018-03-27T10:00:46.929
108	108	0	28	13					0	ich	BLOB	anonymous	2018-01-29T15:42:14.602		0					3	0.00201832640374601		BLOB	0	1	132	22051	0	0	132	0	0	132	22054	0	0	132	0	0	0	0	0	anonymous	2018-03-27T10:00:46.931
109	109	0	28	5					0	ich	BLOB	anonymous	2018-01-29T15:42:30.217	Mix Erzähler	0					3	0.00201832640374601		BLOB	0	1	148	29179	0	0	148	0	0	148	29182	0	0	148	0	0	0	0	0	anonymous	2018-03-27T10:00:46.933
110	110	0	28	13					0	ich	BLOB	anonymous	2018-01-29T15:45:57.908		0					3	0.00201832640374601		BLOB	0	1	163	33139	0	0	163	0	0	163	33142	0	0	163	0	0	0	0	0	anonymous	2018-03-27T10:00:46.935
111	111	0	28	13					0	ich	BLOB	anonymous	2018-01-29T15:46:09.641		0					3	0.00201832640374601		BLOB	0	1	163	33221	0	0	163	0	0	163	33224	0	0	163	0	0	0	0	0	anonymous	2018-03-27T10:00:46.937
112	112	0	28	13					0	ich	BLOB	anonymous	2018-01-29T15:46:22.918		0					3	0.00201832640374601		BLOB	0	1	163	33336	0	0	163	0	0	163	33339	0	0	163	0	0	0	0	0	anonymous	2018-03-27T10:00:46.939
113	113	0	28	13					0	ich	BLOB	anonymous	2018-01-29T15:46:47.866		0					3	0.00201832640374601		BLOB	0	1	163	33665	0	0	163	0	0	163	33668	0	0	163	0	0	0	0	0	anonymous	2018-03-27T10:00:46.941
114	114	0	28	7					0	ich	BLOB	anonymous	2018-01-29T15:47:12.423	Mix Forscher	0					3	0.00201832640374601		BLOB	0	1	170	36182	0	0	170	0	0	170	36185	0	0	170	0	0	0	0	0	anonymous	2018-03-27T10:00:46.943
115	115	0	28	7					0	ich	BLOB	anonymous	2018-01-29T15:47:45.537		0					3	0.00201832640374601		BLOB	0	1	170	36263	0	0	170	0	0	170	36266	0	0	170	0	0	0	0	0	anonymous	2018-03-27T10:00:46.945
116	116	0	28	13					0	ich	BLOB	anonymous	2018-01-29T15:48:03.098		0					3	0.00201832640374601		BLOB	0	1	171	36845	0	0	171	0	0	171	36848	0	0	171	0	0	0	0	0	anonymous	2018-03-27T10:00:46.947
117	117	0	28	5					0	ich	BLOB	anonymous	2018-01-29T15:48:57.602		0					3	0.00201832640374601		BLOB	0	1	276	59606	0	0	276	0	0	276	59609	0	0	276	0	0	0	0	0	anonymous	2018-03-27T10:00:46.949
