ID	TAID	Type	TextID	WordID	StartChar	FinishChar	StartPara	FinishPara	Weight	Preview	Text	Author	Date	CommentL	GroupID	PosX1	PosX2	Page	IsText	Area	Coverage	TooltipVars	Memos	SegType	SegPosType	SegPos1StdUnit	SegPos1X	SegPos1Y	SegPos1Z	SegPos1W	SegPos1U	SegPos1V	SegPos2StdUnit	SegPos2X	SegPos2Y	SegPos2Z	SegPos2W	SegPos2U	SegPos2V	ContentFlag	GeoLinkID	MemoID	LastChgUser	LastChgDate
1	1	0	2	4					0	ich	BLOB	anonymous	2018-01-18T18:41:08.023		0					3	0.0463034418891804		BLOB	0	1	6	1659	0	0	6	0	0	6	1662	0	0	6	0	0	0	0	0	anonymous	2018-03-27T09:35:36.946
2	2	0	2	4					0	ich	BLOB	anonymous	2018-01-18T18:41:45.522		0					3	0.0463034418891804		BLOB	0	1	8	2412	0	0	8	0	0	8	2415	0	0	8	0	0	0	0	0	anonymous	2018-03-27T09:35:36.949
3	3	0	2	4					0	ich	BLOB	anonymous	2018-01-18T18:42:25.539		0					3	0.0463034418891804		BLOB	0	1	14	3889	0	0	14	0	0	14	3892	0	0	14	0	0	0	0	0	anonymous	2018-03-27T09:35:36.952
4	4	0	2	4					0	ich	BLOB	anonymous	2018-01-18T18:44:48.268		0					3	0.0463034418891804		BLOB	0	1	16	4730	0	0	16	0	0	16	4733	0	0	16	0	0	0	0	0	anonymous	2018-03-27T09:35:36.955
5	5	0	2	4					0	ich	BLOB	anonymous	2018-01-18T18:46:07.551		0					3	0.0463034418891804		BLOB	0	1	18	5596	0	0	18	0	0	18	5599	0	0	18	0	0	0	0	0	anonymous	2018-03-27T09:35:36.958
6	6	0	3	8					0	ich	BLOB	anonymous	2018-01-18T18:47:20.021		0					3	0.185528756957328		BLOB	0	1	2	32	0	0	2	0	0	2	35	0	0	2	0	0	0	0	0	anonymous	2018-03-27T09:35:36.975
7	7	0	3	8					0	Ich	BLOB	anonymous	2018-01-18T18:47:58.338		0					3	0.185528756957328		BLOB	0	1	2	104	0	0	2	0	0	2	107	0	0	2	0	0	0	0	0	anonymous	2018-03-27T09:35:36.978
8	8	0	3	8					0	Ich	BLOB	anonymous	2018-01-18T18:48:10.516		0					3	0.185528756957328		BLOB	0	1	2	167	0	0	2	0	0	2	170	0	0	2	0	0	0	0	0	anonymous	2018-03-27T09:35:36.982
9	9	0	3	8					0	ich	BLOB	anonymous	2018-01-18T18:48:20.897		0					3	0.185528756957328		BLOB	0	1	2	192	0	0	2	0	0	2	195	0	0	2	0	0	0	0	0	anonymous	2018-03-27T09:35:36.985
10	10	0	3	8					0	Ich	BLOB	anonymous	2018-01-18T18:48:29.963		0					3	0.185528756957328		BLOB	0	1	2	336	0	0	2	0	0	2	339	0	0	2	0	0	0	0	0	anonymous	2018-03-27T09:35:36.989
11	11	0	9	13					0	ich	BLOB	anonymous	2018-01-18T18:50:27.996		0					3	0.100133511348465		BLOB	0	1	9	504	0	0	9	0	0	9	507	0	0	9	0	0	0	0	0	anonymous	2018-03-27T09:35:37.018
12	12	0	9	13					0	ich	BLOB	anonymous	2018-01-18T18:50:38.514		0					3	0.100133511348465		BLOB	0	1	9	540	0	0	9	0	0	9	543	0	0	9	0	0	0	0	0	anonymous	2018-03-27T09:35:37.021
13	13	0	9	6					0	ich	BLOB	anonymous	2018-01-18T18:51:08.489		0					3	0.100133511348465		BLOB	0	1	26	1149	0	0	26	0	0	26	1152	0	0	26	0	0	0	0	0	anonymous	2018-03-27T09:35:37.024
14	14	0	9	6					0	Ich	BLOB	anonymous	2018-01-18T18:51:15.310		0					3	0.100133511348465		BLOB	0	1	27	1178	0	0	27	0	0	27	1181	0	0	27	0	0	0	0	0	anonymous	2018-03-27T09:35:37.027
15	15	0	9	6					0	ich	BLOB	anonymous	2018-01-18T18:51:39.712		0					3	0.100133511348465		BLOB	0	1	31	1296	0	0	31	0	0	31	1299	0	0	31	0	0	0	0	0	anonymous	2018-03-27T09:35:37.029
16	16	0	9	6					0	ich	BLOB	anonymous	2018-01-18T18:51:50.013		0					3	0.100133511348465		BLOB	0	1	31	1319	0	0	31	0	0	31	1322	0	0	31	0	0	0	0	0	anonymous	2018-03-27T09:35:37.031
17	17	0	10	5					0	ich	BLOB	anonymous	2018-01-18T18:53:55.929		0					3	0.0106160869103648		BLOB	0	1	23	3150	0	0	23	0	0	23	3153	0	0	23	0	0	0	0	0	anonymous	2018-03-27T09:35:37.076
18	18	0	10	8					0	ich	BLOB	anonymous	2018-01-18T18:55:19.244		0					3	0.0106160869103648		BLOB	0	1	115	27934	0	0	115	0	0	115	27937	0	0	115	0	0	0	0	0	anonymous	2018-03-27T09:35:37.079
19	19	0	11	6					0	Ich	BLOB	anonymous	2018-01-18T18:56:19.391		0					3	0.00643970291503885		BLOB	0	1	3	454	0	0	3	0	0	3	457	0	0	3	0	0	0	0	0	anonymous	2018-03-27T09:35:37.148
20	20	0	11	1					0	ich	BLOB	anonymous	2018-01-18T18:56:38.240		0					3	0.00643970291503885		BLOB	0	1	3	798	0	0	3	0	0	3	801	0	0	3	0	0	0	0	0	anonymous	2018-03-27T09:35:37.151
21	21	0	11	6					0	Ich	BLOB	anonymous	2018-01-18T18:56:54.388		0					3	0.00643970291503885		BLOB	0	1	3	855	0	0	3	0	0	3	858	0	0	3	0	0	0	0	0	anonymous	2018-03-27T09:35:37.153
22	22	0	14	7					0	ich	BLOB	anonymous	2018-01-18T18:59:15.937		0					3	0.00201614258160337		BLOB	0	1	107	10719	0	0	107	0	0	107	10722	0	0	107	0	0	0	0	0	anonymous	2018-03-27T09:35:37.350
24	24	0	14	7					0	ich	BLOB	anonymous	2018-01-18T19:05:48.623		0					3	0.00201614258160337		BLOB	0	1	139	22320	0	0	139	0	0	139	22323	0	0	139	0	0	0	0	0	anonymous	2018-03-27T09:35:37.353
25	25	0	14	7					0	ich	BLOB	anonymous	2018-01-18T19:05:57.305		0					3	0.00201614258160337		BLOB	0	1	139	22347	0	0	139	0	0	139	22350	0	0	139	0	0	0	0	0	anonymous	2018-03-27T09:35:37.356
27	27	0	14	13					0	ich	BLOB	anonymous	2018-01-22T21:15:01.637		0					3	0.00201614258160337		BLOB	0	1	170	33381	0	0	170	0	0	170	33384	0	0	170	0	0	0	0	0	anonymous	2018-03-27T09:35:37.359
28	28	0	14	13					0	ich	BLOB	anonymous	2018-01-22T21:15:25.990		0					3	0.00201614258160337		BLOB	0	1	170	33577	0	0	170	0	0	170	33580	0	0	170	0	0	0	0	0	anonymous	2018-03-27T09:35:37.363
29	29	0	14	5					0	ich	BLOB	anonymous	2018-01-22T21:17:19.960		0					3	0.00201614258160337		BLOB	0	1	170	33903	0	0	170	0	0	170	33906	0	0	170	0	0	0	0	0	anonymous	2018-03-27T09:35:37.365
30	30	0	14	7					0	ich	BLOB	anonymous	2018-01-22T21:19:08.609		0					3	0.00201614258160337		BLOB	0	1	177	36392	0	0	177	0	0	177	36395	0	0	177	0	0	0	0	0	anonymous	2018-03-27T09:35:37.368
31	31	0	14	7					0	ich	BLOB	anonymous	2018-01-22T21:19:35.969		0					3	0.00201614258160337		BLOB	0	1	177	36473	0	0	177	0	0	177	36476	0	0	177	0	0	0	0	0	anonymous	2018-03-27T09:35:37.370
33	33	0	14	7					0	ich	BLOB	anonymous	2018-01-22T21:24:24.935	Mix von Erzähler und Verfasser	0					3	0.00201614258160337		BLOB	0	1	283	59767	0	0	283	0	0	283	59770	0	0	283	0	0	0	0	0	anonymous	2018-03-27T09:35:37.372
34	34	0	14	14					0	ich	BLOB	anonymous	2018-01-22T21:24:45.722		0					3	0.00201614258160337		BLOB	0	1	692	148168	0	0	692	0	0	692	148171	0	0	692	0	0	0	0	0	anonymous	2018-03-27T09:35:37.375
35	35	0	15	8					0	ich	BLOB	anonymous	2018-01-22T21:28:16.492		0					3	0.0450180072028812		BLOB	0	1	23	1482	0	0	23	0	0	23	1485	0	0	23	0	0	0	0	0	anonymous	2018-03-27T09:35:37.411
36	36	0	15	8					0	ich	BLOB	anonymous	2018-01-22T21:29:53.570		0					3	0.0450180072028812		BLOB	0	1	38	5823	0	0	38	0	0	38	5826	0	0	38	0	0	0	0	0	anonymous	2018-03-27T09:35:37.414
37	37	0	15	8					0	ich	BLOB	anonymous	2018-01-22T21:30:29.318		0					3	0.0450180072028812		BLOB	0	1	43	6083	0	0	43	0	0	43	6086	0	0	43	0	0	0	0	0	anonymous	2018-03-27T09:35:37.416
38	38	0	15	8					0	ich	BLOB	anonymous	2018-01-22T21:30:43.752		0					3	0.0450180072028812		BLOB	0	1	43	6168	0	0	43	0	0	43	6171	0	0	43	0	0	0	0	0	anonymous	2018-03-27T09:35:37.418
39	39	0	15	8					0	Ich	BLOB	anonymous	2018-01-22T21:30:55.346		0					3	0.0450180072028812		BLOB	0	1	43	6365	0	0	43	0	0	43	6368	0	0	43	0	0	0	0	0	anonymous	2018-03-27T09:35:37.421
40	40	0	16	12					0	Ich	BLOB	anonymous	2018-01-22T21:31:51.020		0					3	0.00390706397166076		BLOB	0	1	207	74893	0	0	207	0	0	207	74896	0	0	207	0	0	0	0	0	anonymous	2018-03-27T09:35:37.524
41	41	0	17	6					0	ich	BLOB	anonymous	2018-01-22T21:33:02.102		0					3	0.0141669814884775		BLOB	0	1	53	10397	0	0	53	0	0	53	10400	0	0	53	0	0	0	0	0	anonymous	2018-03-27T09:35:37.561
42	42	0	17	5					0	Ich	BLOB	anonymous	2018-01-22T21:33:51.439		0					3	0.0141669814884775		BLOB	0	1	55	12331	0	0	55	0	0	55	12334	0	0	55	0	0	0	0	0	anonymous	2018-03-27T09:35:37.563
43	43	0	17	5					0	ich	BLOB	anonymous	2018-01-22T21:34:23.491		0					3	0.0141669814884775		BLOB	0	1	55	12402	0	0	55	0	0	55	12405	0	0	55	0	0	0	0	0	anonymous	2018-03-27T09:35:37.565
44	44	0	17	4					0	ich	BLOB	anonymous	2018-01-22T21:34:38.525		0					3	0.0141669814884775		BLOB	0	1	55	12478	0	0	55	0	0	55	12481	0	0	55	0	0	0	0	0	anonymous	2018-03-27T09:35:37.568
45	45	0	17	8					0	ich	BLOB	anonymous	2018-01-22T21:34:58.931		0					3	0.0141669814884775		BLOB	0	1	82	20852	0	0	82	0	0	82	20855	0	0	82	0	0	0	0	0	anonymous	2018-03-27T09:35:37.570
46	46	0	17	10					0	Ich	BLOB	anonymous	2018-01-22T21:35:12.641		0					3	0.0141669814884775		BLOB	0	1	84	20959	0	0	84	0	0	84	20962	0	0	84	0	0	0	0	0	anonymous	2018-03-27T09:35:37.572
47	47	0	17	8					0	Ich	BLOB	anonymous	2018-01-22T21:35:31.571		0					3	0.0141669814884775		BLOB	0	1	88	21177	0	0	88	0	0	88	21180	0	0	88	0	0	0	0	0	anonymous	2018-03-27T09:35:37.576
48	48	0	46	4					0	ich	BLOB	anonymous	2018-01-22T21:37:34.041		1					3	0.00322761113741016		BLOB	0	1	34	5417	0	0	34	0	0	34	5420	0	0	34	0	0	0	0	0	anonymous	2018-03-27T09:35:39.400
49	49	0	14	13					0	ich	BLOB	anonymous	2018-01-24T12:45:45.215		0					3	0.00201614258160337		BLOB	0	1	178	37055	0	0	178	0	0	178	37058	0	0	178	0	0	0	0	0	anonymous	2018-03-27T09:35:37.378
50	50	0	46	4					0	ich	BLOB	anonymous	2018-01-24T14:51:55.525		1					3	0.00322761113741016		BLOB	0	1	35	6047	0	0	35	0	0	35	6050	0	0	35	0	0	0	0	0	anonymous	2018-03-27T09:35:39.402
51	51	0	46	4					0	ich	BLOB	anonymous	2018-01-24T14:52:16.275		1					3	0.00322761113741016		BLOB	0	1	35	6117	0	0	35	0	0	35	6120	0	0	35	0	0	0	0	0	anonymous	2018-03-27T09:35:39.404
52	52	0	46	4					0	ich	BLOB	anonymous	2018-01-24T14:52:30.526		1					3	0.00322761113741016		BLOB	0	1	36	6525	0	0	36	0	0	36	6528	0	0	36	0	0	0	0	0	anonymous	2018-03-27T09:35:39.406
53	53	0	46	4					0	ich	BLOB	anonymous	2018-01-24T14:57:00.185		1					3	0.00322761113741016		BLOB	0	1	37	6935	0	0	37	0	0	37	6938	0	0	37	0	0	0	0	0	anonymous	2018-03-27T09:35:39.408
54	54	0	46	4					0	ich	BLOB	anonymous	2018-01-24T14:57:31.854		1					3	0.00322761113741016		BLOB	0	1	37	7002	0	0	37	0	0	37	7005	0	0	37	0	0	0	0	0	anonymous	2018-03-27T09:35:39.410
55	55	0	46	4					0	ich	BLOB	anonymous	2018-01-24T14:59:00.720		1					3	0.00322761113741016		BLOB	0	1	38	7674	0	0	38	0	0	38	7677	0	0	38	0	0	0	0	0	anonymous	2018-03-27T09:35:39.411
56	56	0	46	5					0	Ich	BLOB	anonymous	2018-01-24T15:08:41.828	"Nutzung von ""möchte"" - Auch Forscher?"	1					3	0.00322761113741016		BLOB	0	1	39	8002	0	0	39	0	0	39	8005	0	0	39	0	0	0	0	0	anonymous	2018-03-27T09:35:39.413
57	57	0	46	4					0	ich	BLOB	anonymous	2018-01-24T15:10:59.847		1					3	0.00322761113741016		BLOB	0	1	39	8817	0	0	39	0	0	39	8820	0	0	39	0	0	0	0	0	anonymous	2018-03-27T09:35:39.414
58	58	0	46	4					0	ich	BLOB	anonymous	2018-01-24T15:12:03.211		1					3	0.00322761113741016		BLOB	0	1	54	19030	0	0	54	0	0	54	19033	0	0	54	0	0	0	0	0	anonymous	2018-03-27T09:35:39.416
59	59	0	46	4					0	ich	BLOB	anonymous	2018-01-24T15:12:27.134		1					3	0.00322761113741016		BLOB	0	1	54	19106	0	0	54	0	0	54	19109	0	0	54	0	0	0	0	0	anonymous	2018-03-27T09:35:39.418
60	60	0	46	7					0	ich	BLOB	anonymous	2018-01-24T15:17:25.065		1					3	0.00322761113741016		BLOB	0	1	75	32313	0	0	75	0	0	75	32316	0	0	75	0	0	0	0	0	anonymous	2018-03-27T09:35:39.420
61	61	0	46	6					0	ich	BLOB	anonymous	2018-01-24T15:25:00.872		1					3	0.00322761113741016		BLOB	0	1	124	60644	0	0	124	0	0	124	60647	0	0	124	0	0	0	0	0	anonymous	2018-03-27T09:35:39.421
62	62	0	46	7					0	ich	BLOB	anonymous	2018-01-24T15:27:22.787	Mix Erzähler/Allgemeinheit?	1					3	0.00322761113741016		BLOB	0	1	124	60786	0	0	124	0	0	124	60789	0	0	124	0	0	0	0	0	anonymous	2018-03-27T09:35:39.423
63	63	0	46	5					0	Ich	BLOB	anonymous	2018-01-24T15:33:46.841		1					3	0.00322761113741016		BLOB	0	1	135	64673	0	0	135	0	0	135	64676	0	0	135	0	0	0	0	0	anonymous	2018-03-27T09:35:39.425
64	64	0	46	6					0	ich	BLOB	anonymous	2018-01-24T15:37:46.613		1					3	0.00322761113741016		BLOB	0	1	135	64988	0	0	135	0	0	135	64991	0	0	135	0	0	0	0	0	anonymous	2018-03-27T09:35:39.426
65	65	0	46	6					0	Ich	BLOB	anonymous	2018-01-24T15:42:25.624		1					3	0.00322761113741016		BLOB	0	1	135	65084	0	0	135	0	0	135	65087	0	0	135	0	0	0	0	0	anonymous	2018-03-27T09:35:39.428
66	66	0	46	5					0	ich	BLOB	anonymous	2018-01-24T15:58:58.410	Mix Verfasser/Erzähler	1					3	0.00322761113741016		BLOB	0	1	138	66934	0	0	138	0	0	138	66937	0	0	138	0	0	0	0	0	anonymous	2018-03-27T09:35:39.430
67	67	0	46	12					0	ich	BLOB	anonymous	2018-01-24T16:02:21.154		1					3	0.00322761113741016		BLOB	0	1	155	69639	0	0	155	0	0	155	69642	0	0	155	0	0	0	0	0	anonymous	2018-03-27T09:35:39.432
68	68	0	46	12					0	ich	BLOB	anonymous	2018-01-24T16:03:53.846		1					3	0.00322761113741016		BLOB	0	1	159	71493	0	0	159	0	0	159	71496	0	0	159	0	0	0	0	0	anonymous	2018-03-27T09:35:39.434
69	69	0	46	12					0	ich	BLOB	anonymous	2018-01-24T16:04:14.718		1					3	0.00322761113741016		BLOB	0	1	159	71532	0	0	159	0	0	159	71535	0	0	159	0	0	0	0	0	anonymous	2018-03-27T09:35:39.436
70	70	0	46	12					0	ich	BLOB	anonymous	2018-01-24T16:04:21.438		1					3	0.00322761113741016		BLOB	0	1	159	71557	0	0	159	0	0	159	71560	0	0	159	0	0	0	0	0	anonymous	2018-03-27T09:35:39.439
71	71	0	46	12					0	Ich	BLOB	anonymous	2018-01-24T16:05:01.627		1					3	0.00322761113741016		BLOB	0	1	164	73336	0	0	164	0	0	164	73339	0	0	164	0	0	0	0	0	anonymous	2018-03-27T09:35:39.441
72	72	0	46	5					0	ich	BLOB	anonymous	2018-01-24T16:08:04.027	Mix Verfasser/Forscher	1					3	0.00322761113741016		BLOB	0	1	181	83444	0	0	181	0	0	181	83447	0	0	181	0	0	0	0	0	anonymous	2018-03-27T09:35:39.445
73	73	0	46	4					0	ich	BLOB	anonymous	2018-01-24T16:10:54.551		1					3	0.00322761113741016		BLOB	0	1	181	83733	0	0	181	0	0	181	83736	0	0	181	0	0	0	0	0	anonymous	2018-03-27T09:35:39.449
74	74	0	46	4					0	ich	BLOB	anonymous	2018-01-24T16:11:09.746		1					3	0.00322761113741016		BLOB	0	1	181	83828	0	0	181	0	0	181	83831	0	0	181	0	0	0	0	0	anonymous	2018-03-27T09:35:39.451
75	75	0	46	7					0	Ich	BLOB	anonymous	2018-01-24T16:11:51.005		1					3	0.00322761113741016		BLOB	0	1	183	88503	0	0	183	0	0	183	88506	0	0	183	0	0	0	0	0	anonymous	2018-03-27T09:35:39.454
76	76	0	46	7					0	ich	BLOB	anonymous	2018-01-24T16:11:58.646		1					3	0.00322761113741016		BLOB	0	1	183	88560	0	0	183	0	0	183	88563	0	0	183	0	0	0	0	0	anonymous	2018-03-27T09:35:39.456
78	78	0	46	5					0	ich	BLOB	anonymous	2018-01-24T16:14:46.296	MIx Verfasser/Forscher	1					3	0.00322761113741016		BLOB	0	1	203	92497	0	0	203	0	0	203	92500	0	0	203	0	0	0	0	0	anonymous	2018-03-27T09:35:39.459
80	80	0	19	13					0	ich	BLOB	anonymous	2018-01-24T16:18:14.780		0					3	0.0324675324675325		BLOB	0	1	4	2285	0	0	4	0	0	4	2288	0	0	4	0	0	0	0	0	anonymous	2018-03-27T09:35:37.607
81	81	0	19	13					0	ich	BLOB	anonymous	2018-01-24T16:18:38.205		0					3	0.0324675324675325		BLOB	0	1	4	2144	0	0	4	0	0	4	2147	0	0	4	0	0	0	0	0	anonymous	2018-03-27T09:35:37.609
82	82	0	19	2					0	Ich	BLOB	anonymous	2018-01-24T16:19:44.169		0					3	0.0324675324675325		BLOB	0	1	13	6207	0	0	13	0	0	13	6210	0	0	13	0	0	0	0	0	anonymous	2018-03-27T09:35:37.612
83	83	0	19	7					0	ich	BLOB	anonymous	2018-01-24T16:23:22.778		0					3	0.0324675324675325		BLOB	0	1	13	6525	0	0	13	0	0	13	6528	0	0	13	0	0	0	0	0	anonymous	2018-03-27T09:35:37.615
84	84	0	19	6					0	Ich	BLOB	anonymous	2018-01-24T16:23:34.058		0					3	0.0324675324675325		BLOB	0	1	13	6616	0	0	13	0	0	13	6619	0	0	13	0	0	0	0	0	anonymous	2018-03-27T09:35:37.617
85	85	0	19	6					0	ich	BLOB	anonymous	2018-01-24T16:24:03.532		0					3	0.0324675324675325		BLOB	0	1	13	6937	0	0	13	0	0	13	6940	0	0	13	0	0	0	0	0	anonymous	2018-03-27T09:35:37.619
86	86	0	19	7					0	ich	BLOB	anonymous	2018-01-24T16:24:25.819	Mix Erzähler/Verfasser	0					3	0.0324675324675325		BLOB	0	1	13	7103	0	0	13	0	0	13	7106	0	0	13	0	0	0	0	0	anonymous	2018-03-27T09:35:37.621
87	87	0	20	14					0	Ich	BLOB	anonymous	2018-01-24T16:26:18.389		0					3	0.0166666666666667		BLOB	0	1	63	17215	0	0	63	0	0	63	17218	0	0	63	0	0	0	0	0	anonymous	2018-03-27T09:35:37.661
88	88	0	20	14					0	ich	BLOB	anonymous	2018-01-24T16:26:25.717		0					3	0.0166666666666667		BLOB	0	1	63	17283	0	0	63	0	0	63	17286	0	0	63	0	0	0	0	0	anonymous	2018-03-27T09:35:37.663
89	89	0	20	14					0	Ich	BLOB	anonymous	2018-01-24T16:26:36.671		0					3	0.0166666666666667		BLOB	0	1	64	17768	0	0	64	0	0	64	17771	0	0	64	0	0	0	0	0	anonymous	2018-03-27T09:35:37.665
90	90	0	23	13					0	ich	BLOB	anonymous	2018-01-24T16:27:25.895		0					3	0.0685557586837294		BLOB	0	1	4	192	0	0	4	0	0	4	195	0	0	4	0	0	0	0	0	anonymous	2018-03-27T09:35:37.686
91	91	0	23	4					0	ich	BLOB	anonymous	2018-01-24T16:29:40.828		0					3	0.0685557586837294		BLOB	0	1	31	2265	0	0	31	0	0	31	2268	0	0	31	0	0	0	0	0	anonymous	2018-03-27T09:35:37.688
92	92	0	23	4					0	ich	BLOB	anonymous	2018-01-24T16:29:59.692		0					3	0.0685557586837294		BLOB	0	1	31	2433	0	0	31	0	0	31	2436	0	0	31	0	0	0	0	0	anonymous	2018-03-27T09:35:37.691
93	93	0	23	4					0	ich	BLOB	anonymous	2018-01-24T16:30:58.322		0					3	0.0685557586837294		BLOB	0	1	31	2652	0	0	31	0	0	31	2655	0	0	31	0	0	0	0	0	anonymous	2018-03-27T09:35:37.692
94	94	0	27	8					0	Ich	BLOB	anonymous	2018-01-24T16:31:11.276		0					3	0.0271296798697775		BLOB	0	1	64	10279	0	0	64	0	0	64	10282	0	0	64	0	0	0	0	0	anonymous	2018-03-27T09:35:37.714
95	95	0	27	8					0	Ich	BLOB	anonymous	2018-01-24T16:31:28.962		0					3	0.0271296798697775		BLOB	0	1	66	10501	0	0	66	0	0	66	10504	0	0	66	0	0	0	0	0	anonymous	2018-03-27T09:35:37.717
96	96	0	27	8					0	ich	BLOB	anonymous	2018-01-24T16:32:49.916		0					3	0.0271296798697775		BLOB	0	1	75	10936	0	0	75	0	0	75	10939	0	0	75	0	0	0	0	0	anonymous	2018-03-27T09:35:37.719
97	97	0	28	12					0	ich	BLOB	anonymous	2018-01-24T16:33:50.516		0					3	0.00201832640374601		BLOB	0	1	100	10423	0	0	100	0	0	100	10426	0	0	100	0	0	0	0	0	anonymous	2018-03-27T09:35:37.906
98	98	0	14	4					0	ich	BLOB	anonymous	2018-02-07T18:57:20.682		0					3	0.00201614258160337		BLOB	0	1	155	29444	0	0	155	0	0	155	29447	0	0	155	0	0	0	0	0	anonymous	2018-03-27T09:35:37.380
99	99	0	14	14					0	ich	BLOB	anonymous	2018-02-07T18:57:58.863		0					3	0.00201614258160337		BLOB	0	1	692	148193	0	0	692	0	0	692	148196	0	0	692	0	0	0	0	0	anonymous	2018-03-27T09:35:37.383
100	100	0	28	13					0	ich	BLOB	anonymous	2018-02-07T19:00:20.602		0					3	0.00201832640374601		BLOB	0	1	102	11768	0	0	102	0	0	102	11771	0	0	102	0	0	0	0	0	anonymous	2018-03-27T09:35:37.909
101	101	0	28	13					0	ich	BLOB	anonymous	2018-02-07T19:02:18.684		0					3	0.00201832640374601		BLOB	0	1	132	22024	0	0	132	0	0	132	22027	0	0	132	0	0	0	0	0	anonymous	2018-03-27T09:35:37.910
102	102	0	28	13					0	ich	BLOB	anonymous	2018-02-07T19:02:26.606		0					3	0.00201832640374601		BLOB	0	1	132	22051	0	0	132	0	0	132	22054	0	0	132	0	0	0	0	0	anonymous	2018-03-27T09:35:37.912
103	103	0	28	4					0	ich	BLOB	anonymous	2018-02-07T19:03:18.990		0					3	0.00201832640374601		BLOB	0	1	148	29179	0	0	148	0	0	148	29182	0	0	148	0	0	0	0	0	anonymous	2018-03-27T09:35:37.914
104	104	0	28	13					0	ich	BLOB	anonymous	2018-02-07T19:04:49.225		0					3	0.00201832640374601		BLOB	0	1	163	33139	0	0	163	0	0	163	33142	0	0	163	0	0	0	0	0	anonymous	2018-03-27T09:35:37.916
105	105	0	28	13					0	ich	BLOB	anonymous	2018-02-07T19:05:29.677		0					3	0.00201832640374601		BLOB	0	1	163	33221	0	0	163	0	0	163	33224	0	0	163	0	0	0	0	0	anonymous	2018-03-27T09:35:37.917
106	106	0	28	13					0	ich	BLOB	anonymous	2018-02-07T19:05:41.265		0					3	0.00201832640374601		BLOB	0	1	163	33336	0	0	163	0	0	163	33339	0	0	163	0	0	0	0	0	anonymous	2018-03-27T09:35:37.919
107	107	0	28	5					0	ich	BLOB	anonymous	2018-02-07T19:06:21.826		0					3	0.00201832640374601		BLOB	0	1	163	33665	0	0	163	0	0	163	33668	0	0	163	0	0	0	0	0	anonymous	2018-03-27T09:35:37.921
108	108	0	28	13					0	ich	BLOB	anonymous	2018-02-07T19:07:43.373		0					3	0.00201832640374601		BLOB	0	1	170	36182	0	0	170	0	0	170	36185	0	0	170	0	0	0	0	0	anonymous	2018-03-27T09:35:37.923
109	109	0	28	13					0	ich	BLOB	anonymous	2018-02-07T19:07:49.577		0					3	0.00201832640374601		BLOB	0	1	170	36263	0	0	170	0	0	170	36266	0	0	170	0	0	0	0	0	anonymous	2018-03-27T09:35:37.924
110	110	0	28	13					0	ich	BLOB	anonymous	2018-02-07T19:08:27.078		0					3	0.00201832640374601		BLOB	0	1	171	36845	0	0	171	0	0	171	36848	0	0	171	0	0	0	0	0	anonymous	2018-03-27T09:35:37.926
111	111	0	28	7					0	ich	BLOB	anonymous	2018-02-07T19:09:32.674	Mix Erz.- Verf?	0					3	0.00201832640374601		BLOB	0	1	276	59606	0	0	276	0	0	276	59609	0	0	276	0	0	0	0	0	anonymous	2018-03-27T09:35:37.928
112	112	0	28	14					0	ich	BLOB	anonymous	2018-02-07T19:16:00.548		0					3	0.00201832640374601		BLOB	0	1	685	148007	0	0	685	0	0	685	148010	0	0	685	0	0	0	0	0	anonymous	2018-03-27T09:35:37.930
113	113	0	28	14					0	ich	BLOB	anonymous	2018-02-07T19:16:10.126		0					3	0.00201832640374601		BLOB	0	1	685	148032	0	0	685	0	0	685	148035	0	0	685	0	0	0	0	0	anonymous	2018-03-27T09:35:37.931
114	114	0	29	14					0	ich	BLOB	anonymous	2018-02-07T19:16:20.050		0					3	0.00210994204692511		BLOB	2	1	79: 51	177	551	79	51	179	560	79: 53	185	551	79	54	191	560	0	0	0	anonymous	2018-02-07T19:16:20.050
115	115	0	29	14					0	ich	BLOB	anonymous	2018-02-07T19:16:25.848		0					3	0.00210994204692511		BLOB	2	1	79: 76	291	551	79	76	293	560	79: 78	299	551	79	79	305	560	0	0	0	anonymous	2018-02-07T19:16:25.848
118	118	0	30	5					0	ich	BLOB	anonymous	2018-02-07T19:20:24.795		0					3	0.0550660792951542		BLOB	0	1	21	3116	0	0	21	0	0	21	3119	0	0	21	0	0	0	0	0	anonymous	2018-03-27T09:35:38.180
119	119	0	30	5					0	Ich	BLOB	anonymous	2018-02-07T19:20:58.109		0					3	0.0550660792951542		BLOB	0	1	21	2948	0	0	21	0	0	21	2951	0	0	21	0	0	0	0	0	anonymous	2018-03-27T09:35:38.181
120	120	0	30	4					0	ich	BLOB	anonymous	2018-02-07T19:21:15.265		0					3	0.0550660792951542		BLOB	0	1	21	3333	0	0	21	0	0	21	3336	0	0	21	0	0	0	0	0	anonymous	2018-03-27T09:35:38.183
121	121	0	30	4					0	ich	BLOB	anonymous	2018-02-07T19:21:24.937		0					3	0.0550660792951542		BLOB	0	1	23	3592	0	0	23	0	0	23	3595	0	0	23	0	0	0	0	0	anonymous	2018-03-27T09:35:38.185
122	122	0	30	4					0	ich	BLOB	anonymous	2018-02-07T19:21:37.187		0					3	0.0550660792951542		BLOB	0	1	23	3665	0	0	23	0	0	23	3668	0	0	23	0	0	0	0	0	anonymous	2018-03-27T09:35:38.186
