ID	Idx	GroupID	State	Type	Text	Name	Date	Codes	Memos	MemoID	Author	Size	DocType	MediaFileX	ScaleFactor	CodesWndWidth	ScrollPosPage	ScrollPosX	ScrollPosY	SelPage	SelX1	SelY1	SelX2	SelY2	ExtLink1	ExtLink2	ExtLink3	RIS-TY	RIS-AU	RIS-TI	RIS-ID	RIS-PY	Data	CodTemp	Data2	PlainTextWin	PlainTextMac	GeoLinkID	Color	LastChgUser	LastChgDate
1	10	1	0	0	BLOB	Abstract Poster_16-07-18_26-12-57_WB06	2018-01-18T12:05:06.050	0	0	0	anonymous	3387	0		1.0	0	0	0	0	0	0	0	0	0							0	0	BLOB	0	BLOB	BLOB	BLOB	0	4287664272	anonymous	2018-03-28T07:56:56.727
2	276	0	0	0	BLOB	ABSTRACT_12-01-23_25-16-14_WB06	2018-01-18T12:05:20.150	5	0	0	anonymous	12094	0		0.99	0	0	0	0	0	0	0	0	0							0	0	BLOB	0	BLOB	BLOB	BLOB	0	4287664272	anonymous	2018-03-16T14:10:35.903
3	277	0	0	0	BLOB	Abstract_15-10-22_12-10-45_WB06	2018-01-18T12:05:20.552	6	0	0	anonymous	2148	0		1.0	0	0	0	0	0	0	0	0	0							0	0	BLOB	0	BLOB	BLOB	BLOB	0	4287664272	anonymous	2018-03-16T14:10:36.280
4	278	0	0	0	BLOB	Abstract-Zusammenhang-Einleitung-Forschungsstand_15-06-10_52-14	2018-01-18T12:05:21.092	0	0	0	anonymous	274950	0		0.999999963320219	0	0	0	0	0	0	0	0	0							0	0	BLOB	0	BLOB	BLOB	BLOB	0	4287664272	anonymous	2018-03-16T14:10:36.617
5	279	0	0	0	BLOB	Arbeitspapier_12-05-30_31-23-46	2018-01-18T12:05:21.619	0	0	0	anonymous	14352	0		1.0	0	0	0	0	0	0	0	0	0							0	0	BLOB	0	BLOB	BLOB	BLOB	0	4287664272	anonymous	2018-03-16T14:10:37.054
6	280	0	0	0	BLOB	Artikel-Forschungsstand_15-04-30_52-14-99_WB06	2018-01-18T12:05:22.122	0	0	0	anonymous	137521	0		0.999999963320219	0	0	0	0	0	0	0	0	0							0	0	BLOB	0	BLOB	BLOB	BLOB	0	4287664272	anonymous	2018-03-16T14:10:37.388
7	281	0	0	0	BLOB	Aufgabe-Einleitung_12-09-29_11-13-38	2018-01-18T12:05:22.229	0	0	0	anonymous	1129206	1		0.0	0	0	0	0	0	0	0	0	0							0	0	BLOB	0	BLOB	BLOB	BLOB	0	4287664272	anonymous	2018-01-25T17:29:43.103
8	282	0	0	0	BLOB	Aufgabe-Schreibberatung_13-04-08_21-02-74	2018-01-18T12:05:22.311	0	0	0	anonymous	1035569	1		0.0	0	0	0	0	0	0	0	0	0							0	0	BLOB	0	BLOB	BLOB	BLOB	0	4287664272	anonymous	2018-01-25T17:29:43.357
9	283	0	0	0	BLOB	Aufgaben-Portofolio_15-01-29_21-02-74_SB01	2018-01-18T12:05:22.794	7	0	0	anonymous	12984	0		1.0	0	0	0	0	0	0	0	0	0							0	0	BLOB	0	BLOB	BLOB	BLOB	0	4287664272	anonymous	2018-03-16T14:10:37.852
10	284	0	0	0	BLOB	BA_13-06-09_26-06-32_SB03	2018-01-18T12:05:23.202	2	0	0	anonymous	36251	0		1.0	0	0	0	0	0	0	0	0	0							0	0	BLOB	0	BLOB	BLOB	BLOB	0	4287664272	anonymous	2018-03-16T14:10:38.228
11	285	0	0	0	BLOB	BA_14-08-11_05-18-57	2018-01-18T12:05:23.938	4	0	0	anonymous	60097	0		1.0	0	0	0	0	0	0	0	0	0							0	0	BLOB	0	BLOB	BLOB	BLOB	0	4287664272	anonymous	2018-03-16T14:10:38.800
12	286	0	0	0	BLOB	BA_16-04-30_07-22-61_SB02	2018-01-18T12:05:24.422	0	0	0	anonymous	10992	0		0.0	0	0	0	0	0	0	0	0	0							0	0	BLOB	0	BLOB	BLOB	BLOB	0	4287664272	anonymous	2018-03-16T14:10:39.444
13	287	0	0	0	BLOB	BA_FluchtundMigration_16-11-22_07-22-61_SB02	2018-01-18T12:05:24.921	0	0	0	anonymous	20384	0		0.0	0	0	0	0	0	0	0	0	0							0	0	BLOB	0	BLOB	BLOB	BLOB	0	4287664272	anonymous	2018-03-16T14:10:39.873
14	288	0	0	0	BLOB	BA-2011-Edition_15-03-09_24-24-59_SB02	2018-01-18T12:05:26.747	14	0	0	anonymous	258003	0		1.0	0	0	0	0	0	0	0	0	0							0	0	BLOB	0	BLOB	BLOB	BLOB	0	4287664272	anonymous	2018-03-16T14:10:40.449
15	289	0	0	0	BLOB	BA-Arbeit_11-12-10_20-12-91_SB25	2018-01-18T12:05:27.443	5	0	0	anonymous	15874	0		1.0	0	0	0	0	0	0	0	0	0							0	0	BLOB	0	BLOB	BLOB	BLOB	0	4287664272	anonymous	2018-03-16T14:10:41.818
16	290	0	0	0	BLOB	BA-Arbeit_12-10-29_26-24-82_SB13_SB12	2018-01-18T12:05:27.977	1	0	0	anonymous	99935	0		1.0	0	0	0	0	0	0	0	0	0							0	0	BLOB	0	BLOB	BLOB	BLOB	0	4287664272	anonymous	2018-03-16T14:10:42.260
17	291	0	0	0	BLOB	BA-Arbeit_13-06-03_28-17-44_SB01	2018-01-18T12:05:28.480	9	0	0	anonymous	30711	0		1.0	0	0	0	0	0	0	0	0	0							0	0	BLOB	0	BLOB	BLOB	BLOB	0	4287664272	anonymous	2018-03-16T14:10:43.159
18	292	0	0	0	BLOB	BA-Entwicklungshilfe_13-10-14_01-25-17	2018-01-18T12:05:28.922	0	0	0	anonymous	15417	0		0.0	0	0	0	0	0	0	0	0	0							0	0	BLOB	0	BLOB	BLOB	BLOB	0	4287664272	anonymous	2018-03-16T14:10:43.661
19	293	0	0	0	BLOB	BA-Experteninterview-Theorie-Methode_13-07-29_28-17-44	2018-01-18T12:05:29.387	7	0	0	anonymous	16743	0		1.0	0	0	0	0	0	0	0	0	0							0	0	BLOB	0	BLOB	BLOB	BLOB	0	4287664272	anonymous	2018-03-16T14:10:44.052
20	294	0	0	0	BLOB	BA-Film_15-06-10_23-01-48_SB20	2018-01-18T12:05:30.011	3	0	0	anonymous	58666	0		1.0	0	0	0	0	0	0	0	0	0							0	0	BLOB	0	BLOB	BLOB	BLOB	0	4287664272	anonymous	2018-03-16T14:10:44.435
21	295	0	0	0	BLOB	BA-final_14-12-08_04-13-10	2018-01-18T12:05:30.508	0	0	0	anonymous	30181	0		0.0	0	0	0	0	0	0	0	0	0							0	0	BLOB	0	BLOB	BLOB	BLOB	0	4287664272	anonymous	2018-03-16T14:10:45.126
22	296	0	0	0	BLOB	BA-Flucht_16-10-18_07-22-61_SB02	2018-01-18T12:05:30.979	0	0	0	anonymous	12989	0		0.0	0	0	0	0	0	0	0	0	0							0	0	BLOB	0	BLOB	BLOB	BLOB	0	4287664272	anonymous	2018-03-16T14:10:45.617
23	297	0	0	0	BLOB	BA-Flucht-und-Migration_16-10-03_07-22-61_SB02	2018-01-18T12:05:31.458	4	0	0	anonymous	13138	0		1.0	0	0	0	0	0	0	0	0	0							0	0	BLOB	0	BLOB	BLOB	BLOB	0	4287664272	anonymous	2018-03-16T14:10:46.034
24	298	0	0	0	BLOB	BA-Formen-von-Gewalt_13-04-03_01-18-93_SB16	2018-01-18T12:05:31.940	0	0	0	anonymous	12557	0		0.0	0	0	0	0	0	0	0	0	0							0	0	BLOB	0	BLOB	BLOB	BLOB	0	4287664272	anonymous	2018-03-16T14:10:46.397
25	299	0	0	0	BLOB	BA-Gehorsam_16-09-01_23-05-50_SB02	2018-01-18T12:05:32.387	0	0	0	anonymous	14357	0		0.0	0	0	0	0	0	0	0	0	0							0	0	BLOB	0	BLOB	BLOB	BLOB	0	4287664272	anonymous	2018-03-16T14:10:46.747
26	300	0	0	0	BLOB	BA-Historie_15-03-19_24-24-59_SB02	2018-01-18T12:05:32.823	0	0	0	anonymous	8512	0		0.0	0	0	0	0	0	0	0	0	0							0	0	BLOB	0	BLOB	BLOB	BLOB	0	4287664272	anonymous	2018-03-16T14:10:47.116
27	301	0	0	0	BLOB	BA-Instrumente-der_13-10-21_01-25-17_SB12	2018-01-18T12:05:33.205	3	0	0	anonymous	17276	0		1.0	0	0	0	0	0	0	0	0	0							0	0	BLOB	0	BLOB	BLOB	BLOB	0	4287664272	anonymous	2018-03-16T14:10:47.455
28	302	0	0	0	BLOB	BA-ITIL-2011-Edition_15-03-23_24-24-59_SB02	2018-01-18T12:05:35.038	15	0	0	anonymous	260534	0		1.0	0	0	0	0	0	0	0	0	0							0	0	BLOB	0	BLOB	BLOB	BLOB	0	4287664272	anonymous	2018-03-16T14:10:47.959
29	303	0	0	0	BLOB	BA-ITSM-2011-Science_15-04-24_24-24-59	2018-01-18T12:05:35.321	2	0	0	anonymous	2989220	1		656.0	0	0	0	0	0	0	0	0	0							0	0	BLOB	0	BLOB	BLOB	BLOB	0	4287664272	anonymous	2018-01-29T15:50:24.469
30	304	0	0	0	BLOB	BA-Kindergarten_15-05-11_15-23-51_SB20	2018-01-18T12:05:36.083	17	0	0	anonymous	12633	0		0.99	0	0	0	0	0	0	0	0	0							0	0	BLOB	0	BLOB	BLOB	BLOB	0	4287664272	anonymous	2018-03-16T14:10:49.287
31	305	0	0	0	BLOB	BA-Kita-Brueckenjahr_16-04-22_04-10-06_SB20	2018-01-18T12:05:37.214	7	0	0	anonymous	227180	0		1.0	0	0	0	0	0	0	0	0	0							0	0	BLOB	0	BLOB	BLOB	BLOB	0	4287664272	anonymous	2018-03-16T14:10:49.754
32	306	0	0	0	BLOB	BA-Klassenfuehrungskompetenz_14-05-19_08-03-18_SB01	2018-01-18T12:05:38.181	7	0	0	anonymous	366046	0		1.0	0	0	0	0	0	0	0	0	0							0	0	BLOB	0	BLOB	BLOB	BLOB	0	4287664272	anonymous	2018-03-16T14:10:50.781
33	307	0	0	0	BLOB	BA-Kunst_15-12-17_10-07-01_SB01	2018-01-18T12:05:38.692	17	0	0	anonymous	14209	0		0.99	0	0	0	0	0	0	0	0	0							0	0	BLOB	0	BLOB	BLOB	BLOB	0	4287664272	anonymous	2018-03-16T14:10:53.092
34	308	0	0	0	BLOB	BA-Laermbelaestigung_16-02-19_06-21-00	2018-01-18T12:05:38.748	5	0	0	anonymous	4288435	1		656.0	0	0	0	0	0	0	0	0	0							0	0	BLOB	0	BLOB	BLOB	BLOB	0	4287664272	anonymous	2018-01-29T16:08:52.922
35	309	0	0	0	BLOB	BA-Literatur_15-06-14_05-04-16_SB01	2018-01-18T12:05:39.012	0	0	0	anonymous	62982	1		0.0	0	0	0	0	0	0	0	0	0							0	0	BLOB	0	BLOB	BLOB	BLOB	0	4287664272	anonymous	2018-01-25T17:29:56.167
