ID	Idx	GroupID	State	Type	Text	Name	Date	Codes	Memos	MemoID	Author	Size	DocType	MediaFileX	ScaleFactor	CodesWndWidth	ScrollPosPage	ScrollPosX	ScrollPosY	SelPage	SelX1	SelY1	SelX2	SelY2	ExtLink1	ExtLink2	ExtLink3	RIS-TY	RIS-AU	RIS-TI	RIS-ID	RIS-PY	Data	CodTemp	Data2	PlainTextWin	PlainTextMac	GeoLinkID	Color	LastChgUser	LastChgDate
1	9	1	0	0	BLOB	Abstract Poster_16-07-18_26-12-57_WB06	2018-01-18T12:05:06.050	0	0	0	anonymous	3387	0		1.0	0	0	0	0	0	0	0	0	0							0	0	BLOB	0	BLOB	BLOB	BLOB	0	4287664272	anonymous	2018-03-28T07:55:39.261
2	276	0	2	0	BLOB	ABSTRACT_12-01-23_25-16-14_WB06	2018-01-18T12:05:20.150	5	0	0	anonymous	12094	0		0.870000004768372	0	0	0	0	0	0	0	0	0							0	0	BLOB	0	BLOB	BLOB	BLOB	0	4287664272	anonymous	2018-03-27T09:33:29.459
3	277	0	0	0	BLOB	Abstract_15-10-22_12-10-45_WB06	2018-01-18T12:05:20.552	6	0	0	anonymous	2148	0		1.0	0	0	0	0	0	0	0	0	0							0	0	BLOB	0	BLOB	BLOB	BLOB	0	4287664272	anonymous	2018-03-27T09:28:03.313
4	278	0	0	0	BLOB	Abstract-Zusammenhang-Einleitung-Forschungsstand_15-06-10_52-14	2018-01-18T12:05:21.092	0	0	0	anonymous	274950	0		0.999999963320219	0	0	0	0	0	0	0	0	0							0	0	BLOB	0	BLOB	BLOB	BLOB	0	4287664272	anonymous	2018-03-19T09:47:22.738
5	279	0	0	0	BLOB	Arbeitspapier_12-05-30_31-23-46	2018-01-18T12:05:21.619	0	0	0	anonymous	14352	0		0.0	0	0	0	0	0	0	0	0	0							0	0	BLOB	0	BLOB	BLOB	BLOB	0	4287664272	anonymous	2018-03-19T09:47:22.803
6	280	0	0	0	BLOB	Artikel-Forschungsstand_15-04-30_52-14-99_WB06	2018-01-18T12:05:22.122	0	0	0	anonymous	137521	0		0.999999963320219	0	0	0	0	0	0	0	0	0							0	0	BLOB	0	BLOB	BLOB	BLOB	0	4287664272	anonymous	2018-03-19T09:47:22.847
7	281	0	0	0	BLOB	Aufgabe-Einleitung_12-09-29_11-13-38	2018-01-18T12:05:22.229	0	0	0	anonymous	1129206	1		0.0	0	0	0	0	0	0	0	0	0							0	0	BLOB	0	BLOB	BLOB	BLOB	0	4287664272	anonymous	2018-02-06T12:16:06.034
8	282	0	0	0	BLOB	Aufgabe-Schreibberatung_13-04-08_21-02-74	2018-01-18T12:05:22.311	0	0	0	anonymous	1035569	1		0.0	0	0	0	0	0	0	0	0	0							0	0	BLOB	0	BLOB	BLOB	BLOB	0	4287664272	anonymous	2018-02-06T12:16:06.138
9	283	0	0	0	BLOB	Aufgaben-Portofolio_15-01-29_21-02-74_SB01	2018-01-18T12:05:22.794	7	0	0	anonymous	12984	0		1.0	0	0	0	0	0	0	0	0	0							0	0	BLOB	0	BLOB	BLOB	BLOB	0	4287664272	anonymous	2018-03-27T09:28:03.341
10	284	0	0	0	BLOB	BA_13-06-09_26-06-32_SB03	2018-01-18T12:05:23.202	2	0	0	anonymous	36251	0		1.0	0	0	0	0	0	0	0	0	0							0	0	BLOB	0	BLOB	BLOB	BLOB	0	4287664272	anonymous	2018-03-27T09:28:03.383
11	285	0	0	0	BLOB	BA_14-08-11_05-18-57	2018-01-18T12:05:23.938	3	0	0	anonymous	60097	0		1.0	0	0	0	0	0	0	0	0	0							0	0	BLOB	0	BLOB	BLOB	BLOB	0	4287664272	anonymous	2018-03-27T09:28:03.428
12	286	0	0	0	BLOB	BA_16-04-30_07-22-61_SB02	2018-01-18T12:05:24.422	0	0	0	anonymous	10992	0		0.0	0	0	0	0	0	0	0	0	0							0	0	BLOB	0	BLOB	BLOB	BLOB	0	4287664272	anonymous	2018-03-19T09:47:23.194
13	287	0	0	0	BLOB	BA_FluchtundMigration_16-11-22_07-22-61_SB02	2018-01-18T12:05:24.921	0	0	0	anonymous	20384	0		0.0	0	0	0	0	0	0	0	0	0							0	0	BLOB	0	BLOB	BLOB	BLOB	0	4287664272	anonymous	2018-03-19T09:47:23.276
14	288	0	0	0	BLOB	BA-2011-Edition_15-03-09_24-24-59_SB02	2018-01-18T12:05:26.747	15	0	0	anonymous	258003	0		1.0	0	0	0	0	0	0	0	0	0							0	0	BLOB	0	BLOB	BLOB	BLOB	0	4287664272	anonymous	2018-03-27T09:28:03.504
15	289	0	0	0	BLOB	BA-Arbeit_11-12-10_20-12-91_SB25	2018-01-18T12:05:27.443	5	0	0	anonymous	15874	0		1.0	0	0	0	0	0	0	0	0	0							0	0	BLOB	0	BLOB	BLOB	BLOB	0	4287664272	anonymous	2018-03-27T09:28:03.683
16	290	0	0	0	BLOB	BA-Arbeit_12-10-29_26-24-82_SB13_SB12	2018-01-18T12:05:27.977	1	0	0	anonymous	99935	0		1.0	0	0	0	0	0	0	0	0	0							0	0	BLOB	0	BLOB	BLOB	BLOB	0	4287664272	anonymous	2018-03-27T09:28:03.730
17	291	0	0	0	BLOB	BA-Arbeit_13-06-03_28-17-44_SB01	2018-01-18T12:05:28.480	9	0	0	anonymous	30711	0		1.0	0	0	0	0	0	0	0	0	0							0	0	BLOB	0	BLOB	BLOB	BLOB	0	4287664272	anonymous	2018-03-27T09:28:03.806
18	292	0	0	0	BLOB	BA-Entwicklungshilfe_13-10-14_01-25-17	2018-01-18T12:05:28.922	0	0	0	anonymous	15417	0		0.0	0	0	0	0	0	0	0	0	0							0	0	BLOB	0	BLOB	BLOB	BLOB	0	4287664272	anonymous	2018-03-19T09:47:24.154
19	293	0	0	0	BLOB	BA-Experteninterview-Theorie-Methode_13-07-29_28-17-44	2018-01-18T12:05:29.387	7	0	0	anonymous	16743	0		1.0	0	0	0	0	0	0	0	0	0							0	0	BLOB	0	BLOB	BLOB	BLOB	0	4287664272	anonymous	2018-03-27T09:28:03.864
20	294	0	0	0	BLOB	BA-Film_15-06-10_23-01-48_SB20	2018-01-18T12:05:30.011	3	0	0	anonymous	58666	0		1.0	0	0	0	0	0	0	0	0	0							0	0	BLOB	0	BLOB	BLOB	BLOB	0	4287664272	anonymous	2018-03-27T09:28:03.910
21	295	0	0	0	BLOB	BA-final_14-12-08_04-13-10	2018-01-18T12:05:30.508	0	0	0	anonymous	30181	0		0.0	0	0	0	0	0	0	0	0	0							0	0	BLOB	0	BLOB	BLOB	BLOB	0	4287664272	anonymous	2018-03-19T09:47:24.333
22	296	0	0	0	BLOB	BA-Flucht_16-10-18_07-22-61_SB02	2018-01-18T12:05:30.979	0	0	0	anonymous	12989	0		0.0	0	0	0	0	0	0	0	0	0							0	0	BLOB	0	BLOB	BLOB	BLOB	0	4287664272	anonymous	2018-03-19T09:47:24.381
23	297	0	0	0	BLOB	BA-Flucht-und-Migration_16-10-03_07-22-61_SB02	2018-01-18T12:05:31.458	4	0	0	anonymous	13138	0		1.0	0	0	0	0	0	0	0	0	0							0	0	BLOB	0	BLOB	BLOB	BLOB	0	4287664272	anonymous	2018-03-27T09:28:03.959
24	298	0	0	0	BLOB	BA-Formen-von-Gewalt_13-04-03_01-18-93_SB16	2018-01-18T12:05:31.940	0	0	0	anonymous	12557	0		0.0	0	0	0	0	0	0	0	0	0							0	0	BLOB	0	BLOB	BLOB	BLOB	0	4287664272	anonymous	2018-03-19T09:47:24.462
25	299	0	0	0	BLOB	BA-Gehorsam_16-09-01_23-05-50_SB02	2018-01-18T12:05:32.387	0	0	0	anonymous	14357	0		0.0	0	0	0	0	0	0	0	0	0							0	0	BLOB	0	BLOB	BLOB	BLOB	0	4287664272	anonymous	2018-03-19T09:47:24.506
26	300	0	0	0	BLOB	BA-Historie_15-03-19_24-24-59_SB02	2018-01-18T12:05:32.823	0	0	0	anonymous	8512	0		0.0	0	0	0	0	0	0	0	0	0							0	0	BLOB	0	BLOB	BLOB	BLOB	0	4287664272	anonymous	2018-03-19T09:47:24.539
27	301	0	0	0	BLOB	BA-Instrumente-der_13-10-21_01-25-17_SB12	2018-01-18T12:05:33.205	3	0	0	anonymous	17276	0		1.0	0	0	0	0	0	0	0	0	0							0	0	BLOB	0	BLOB	BLOB	BLOB	0	4287664272	anonymous	2018-03-27T09:28:03.983
28	302	0	0	0	BLOB	BA-ITIL-2011-Edition_15-03-23_24-24-59_SB02	2018-01-18T12:05:35.038	15	0	0	anonymous	260534	0		1.0	0	0	0	0	0	0	0	0	0							0	0	BLOB	0	BLOB	BLOB	BLOB	0	4287664272	anonymous	2018-03-27T09:28:04.037
29	303	0	0	0	BLOB	BA-ITSM-2011-Science_15-04-24_24-24-59	2018-01-18T12:05:35.321	2	0	0	anonymous	2989220	1		656.0	0	0	0	0	0	0	0	0	0							0	0	BLOB	0	BLOB	BLOB	BLOB	0	4287664272	anonymous	2018-03-15T17:22:19.940
30	304	0	0	0	BLOB	BA-Kindergarten_15-05-11_15-23-51_SB20	2018-01-18T12:05:36.083	17	0	0	anonymous	12633	0		0.99	0	0	0	0	0	0	0	0	0							0	0	BLOB	0	BLOB	BLOB	BLOB	0	4287664272	anonymous	2018-03-27T09:28:04.489
31	305	0	0	0	BLOB	BA-Kita-Brueckenjahr_16-04-22_04-10-06_SB20	2018-01-18T12:05:37.214	7	0	0	anonymous	227180	0		1.0	0	0	0	0	0	0	0	0	0							0	0	BLOB	0	BLOB	BLOB	BLOB	0	4287664272	anonymous	2018-03-27T09:28:04.576
