ID	TAID	Type	TextID	WordID	StartChar	FinishChar	StartPara	FinishPara	Weight	Preview	Text	Author	Date	CommentL	GroupID	PosX1	PosX2	Page	IsText	Area	Coverage	TooltipVars	Memos	SegType	SegPosType	SegPos1StdUnit	SegPos1X	SegPos1Y	SegPos1Z	SegPos1W	SegPos1U	SegPos1V	SegPos2StdUnit	SegPos2X	SegPos2Y	SegPos2Z	SegPos2W	SegPos2U	SegPos2V	ContentFlag	GeoLinkID	MemoID	LastChgUser	LastChgDate
36	36	0	6	8					0	ich	BLOB	anonymous	2018-01-25T12:29:56.222		0					3	0.00462962962962963		BLOB	0	1	206	61578	0	0	206	0	0	206	61581	0	0	206	0	0	0	0	0	anonymous	2018-01-25T12:29:56.223
37	37	0	6	8					0	Ich	BLOB	anonymous	2018-01-25T12:30:02.774		0					3	0.00462962962962963		BLOB	0	1	207	61658	0	0	207	0	0	207	61661	0	0	207	0	0	0	0	0	anonymous	2018-01-25T12:30:02.775
38	38	0	6	8					0	ich	BLOB	anonymous	2018-01-25T12:30:18.462		0					3	0.00462962962962963		BLOB	0	1	214	62424	0	0	214	0	0	214	62427	0	0	214	0	0	0	0	0	anonymous	2018-01-25T12:30:18.462
39	39	0	6	8					0	ich	BLOB	anonymous	2018-01-25T12:30:25.542		0					3	0.00462962962962963		BLOB	0	1	214	62512	0	0	214	0	0	214	62515	0	0	214	0	0	0	0	0	anonymous	2018-01-25T12:30:25.542
40	40	0	6	8					0	ich	BLOB	anonymous	2018-01-25T12:30:40.318		0					3	0.00462962962962963		BLOB	0	1	216	63009	0	0	216	0	0	216	63012	0	0	216	0	0	0	0	0	anonymous	2018-01-25T12:30:40.318
41	41	0	6	8					0	ich	BLOB	anonymous	2018-01-25T12:30:47.157		0					3	0.00462962962962963		BLOB	0	1	217	63080	0	0	217	0	0	217	63083	0	0	217	0	0	0	0	0	anonymous	2018-01-25T12:30:47.157
42	42	0	6	8					0	ich	BLOB	anonymous	2018-01-25T12:30:56.757		0					3	0.00462962962962963		BLOB	0	1	221	63356	0	0	221	0	0	221	63359	0	0	221	0	0	0	0	0	anonymous	2018-01-25T12:30:56.757
43	43	0	6	8					0	Ich	BLOB	anonymous	2018-01-25T12:31:01.949		0					3	0.00462962962962963		BLOB	0	1	224	63549	0	0	224	0	0	224	63552	0	0	224	0	0	0	0	0	anonymous	2018-01-25T12:31:01.949
44	44	0	6	8					0	ich	BLOB	anonymous	2018-01-25T12:31:12.836		0					3	0.00462962962962963		BLOB	0	1	224	63572	0	0	224	0	0	224	63575	0	0	224	0	0	0	0	0	anonymous	2018-01-25T12:31:12.837
45	45	0	6	8					0	Ich	BLOB	anonymous	2018-01-25T12:31:19.900		0					3	0.00462962962962963		BLOB	0	1	224	63662	0	0	224	0	0	224	63665	0	0	224	0	0	0	0	0	anonymous	2018-01-25T12:31:19.900
46	46	0	6	8					0	ich	BLOB	anonymous	2018-01-25T12:31:27.020		0					3	0.00462962962962963		BLOB	0	1	226	63844	0	0	226	0	0	226	63847	0	0	226	0	0	0	0	0	anonymous	2018-01-25T12:31:27.020
47	47	0	6	8					0	Ich	BLOB	anonymous	2018-01-25T12:31:35.852		0					3	0.00462962962962963		BLOB	0	1	227	63870	0	0	227	0	0	227	63873	0	0	227	0	0	0	0	0	anonymous	2018-01-25T12:31:35.852
48	48	0	6	8					0	ich	BLOB	anonymous	2018-01-25T12:31:41.924		0					3	0.00462962962962963		BLOB	0	1	227	63894	0	0	227	0	0	227	63897	0	0	227	0	0	0	0	0	anonymous	2018-01-25T12:31:41.925
49	49	0	9	13					0	ich	BLOB	anonymous	2018-01-25T12:32:04.211		0					3	0.100133511348465		BLOB	0	1	9	504	0	0	9	0	0	9	507	0	0	9	0	0	0	0	0	anonymous	2018-01-25T12:32:04.211
50	50	0	9	13					0	ich	BLOB	anonymous	2018-01-25T12:32:13.027		0					3	0.100133511348465		BLOB	0	1	9	540	0	0	9	0	0	9	543	0	0	9	0	0	0	0	0	anonymous	2018-01-25T12:32:13.028
52	52	0	9	6					0	ich	BLOB	anonymous	2018-01-25T12:32:34.586		0					3	0.100133511348465		BLOB	0	1	26	1149	0	0	26	0	0	26	1152	0	0	26	0	0	0	0	0	anonymous	2018-01-25T12:32:34.586
53	53	0	9	6					0	Ich	BLOB	anonymous	2018-01-25T12:36:21.148		0					3	0.100133511348465		BLOB	0	1	27	1178	0	0	27	0	0	27	1181	0	0	27	0	0	0	0	0	anonymous	2018-01-25T12:36:21.148
54	54	0	9	6					0	ich	BLOB	anonymous	2018-01-25T12:36:33.555		0					3	0.100133511348465		BLOB	0	1	31	1296	0	0	31	0	0	31	1299	0	0	31	0	0	0	0	0	anonymous	2018-01-25T12:36:33.556
55	55	0	9	6					0	ich	BLOB	anonymous	2018-01-25T12:36:42.684		0					3	0.100133511348465		BLOB	0	1	31	1319	0	0	31	0	0	31	1322	0	0	31	0	0	0	0	0	anonymous	2018-01-25T12:36:42.684
56	56	0	9	6					0	ich	BLOB	anonymous	2018-01-25T12:36:48.811		0					3	0.100133511348465		BLOB	0	1	31	1339	0	0	31	0	0	31	1342	0	0	31	0	0	0	0	0	anonymous	2018-01-25T12:36:48.811
57	57	0	10	5					0	ich	BLOB	anonymous	2018-01-25T12:37:29.242		0					3	0.0106160869103648		BLOB	0	1	23	3150	0	0	23	0	0	23	3153	0	0	23	0	0	0	0	0	anonymous	2018-01-25T12:37:29.242
58	58	0	10	8					0	ich	BLOB	anonymous	2018-01-25T12:38:17.592		0					3	0.0106160869103648		BLOB	0	1	115	27934	0	0	115	0	0	115	27937	0	0	115	0	0	0	0	0	anonymous	2018-01-25T12:38:17.592
59	59	0	11	6					0	Ich	BLOB	anonymous	2018-01-25T12:40:02.981		0					3	0.00643970291503885		BLOB	0	1	3	454	0	0	3	0	0	3	457	0	0	3	0	0	0	0	0	anonymous	2018-01-25T12:40:02.981
60	60	0	11	6					0	ich	BLOB	anonymous	2018-01-25T12:40:15.157		0					3	0.00643970291503885		BLOB	0	1	3	798	0	0	3	0	0	3	801	0	0	3	0	0	0	0	0	anonymous	2018-01-25T12:40:15.157
61	61	0	11	6					0	Ich	BLOB	anonymous	2018-01-25T12:40:21.788		0					3	0.00643970291503885		BLOB	0	1	3	855	0	0	3	0	0	3	858	0	0	3	0	0	0	0	0	anonymous	2018-01-25T12:40:21.788
62	62	0	14	13					0	ich	BLOB	anonymous	2018-01-25T12:40:51.669		0					3	0.00201614258160337		BLOB	0	1	107	10719	0	0	107	0	0	107	10722	0	0	107	0	0	0	0	0	anonymous	2018-01-25T12:40:51.669
63	63	0	14	13					0	ich	BLOB	anonymous	2018-01-25T12:41:28.530		0					3	0.00201614258160337		BLOB	0	1	109	12064	0	0	109	0	0	109	12067	0	0	109	0	0	0	0	0	anonymous	2018-01-25T12:41:28.530
64	64	0	14	13					0	ich	BLOB	anonymous	2018-01-25T12:41:50.130		0					3	0.00201614258160337		BLOB	0	1	139	22320	0	0	139	0	0	139	22323	0	0	139	0	0	0	0	0	anonymous	2018-01-25T12:41:50.130
65	65	0	14	13					0	ich	BLOB	anonymous	2018-01-25T12:42:10.354		0					3	0.00201614258160337		BLOB	0	1	139	22347	0	0	139	0	0	139	22350	0	0	139	0	0	0	0	0	anonymous	2018-01-25T12:42:10.354
66	66	0	14	4					0	ich	BLOB	anonymous	2018-01-25T12:42:34.880		0					3	0.00201614258160337		BLOB	0	1	155	29444	0	0	155	0	0	155	29447	0	0	155	0	0	0	0	0	anonymous	2018-01-25T12:42:34.880
67	67	0	14	13					0	ich	BLOB	anonymous	2018-01-25T12:43:18.351		0					3	0.00201614258160337		BLOB	0	1	170	33380	0	0	170	0	0	170	33383	0	0	170	0	0	0	0	0	anonymous	2018-01-25T12:43:18.351
68	68	0	14	13					0	ich	BLOB	anonymous	2018-01-25T12:43:47.670		0					3	0.00201614258160337		BLOB	0	1	170	33462	0	0	170	0	0	170	33465	0	0	170	0	0	0	0	0	anonymous	2018-01-25T12:43:47.670
69	69	0	14	13					0	ich	BLOB	anonymous	2018-01-25T12:44:15.557		0					3	0.00201614258160337		BLOB	0	1	170	33576	0	0	170	0	0	170	33579	0	0	170	0	0	0	0	0	anonymous	2018-01-25T12:44:15.558
70	70	0	14	13					0	ich	BLOB	anonymous	2018-01-25T12:44:24.165		0					3	0.00201614258160337		BLOB	0	1	170	33902	0	0	170	0	0	170	33905	0	0	170	0	0	0	0	0	anonymous	2018-01-25T12:44:24.165
71	71	0	14	13					0	ich	BLOB	anonymous	2018-01-25T12:44:37.510		0					3	0.00201614258160337		BLOB	0	1	177	36391	0	0	177	0	0	177	36394	0	0	177	0	0	1	0	0	anonymous	2018-01-25T12:44:37.511
72	72	0	14	13					0	ich	BLOB	anonymous	2018-01-25T12:44:45.693		0					3	0.00201614258160337		BLOB	0	1	177	36472	0	0	177	0	0	177	36475	0	0	177	0	0	1	0	0	anonymous	2018-01-25T12:44:45.693
73	73	0	14	13					0	ich	BLOB	anonymous	2018-01-25T12:45:14.525		0					3	0.00201614258160337		BLOB	0	1	178	37054	0	0	178	0	0	178	37057	0	0	178	0	0	1	0	0	anonymous	2018-01-25T12:45:14.525
75	75	0	14	2					0	ich	BLOB	anonymous	2018-01-25T12:45:52.898		0					3	0.00201614258160337		BLOB	0	1	283	59766	0	0	283	0	0	283	59769	0	0	283	0	0	0	0	0	anonymous	2018-01-25T12:45:52.898
76	76	0	14	14					0	ich	BLOB	anonymous	2018-01-25T12:46:04.050		0					3	0.00201614258160337		BLOB	0	1	692	148168	0	0	692	0	0	692	148171	0	0	692	0	0	0	0	0	anonymous	2018-01-25T12:46:04.050
77	77	0	14	14					0	ich	BLOB	anonymous	2018-01-25T12:46:09.394		0					3	0.00201614258160337		BLOB	0	1	692	148193	0	0	692	0	0	692	148196	0	0	692	0	0	0	0	0	anonymous	2018-01-25T12:46:09.394
78	78	0	15	8					0	ich	BLOB	anonymous	2018-01-25T12:47:12.849		0					3	0.0450180072028812		BLOB	0	1	23	1482	0	0	23	0	0	23	1485	0	0	23	0	0	1	0	0	anonymous	2018-01-25T12:47:12.849
79	79	0	15	8					0	ich	BLOB	anonymous	2018-01-25T12:47:30.383		0					3	0.0450180072028812		BLOB	0	1	38	5823	0	0	38	0	0	38	5826	0	0	38	0	0	1	0	0	anonymous	2018-01-25T12:47:30.384
80	80	0	15	8					0	ich	BLOB	anonymous	2018-01-25T12:47:44.016		0					3	0.0450180072028812		BLOB	0	1	43	6083	0	0	43	0	0	43	6086	0	0	43	0	0	1	0	0	anonymous	2018-01-25T12:47:44.016
81	81	0	15	8					0	ich	BLOB	anonymous	2018-01-25T12:47:49.711		0					3	0.0450180072028812		BLOB	0	1	43	6168	0	0	43	0	0	43	6171	0	0	43	0	0	1	0	0	anonymous	2018-01-25T12:47:49.711
82	82	0	15	8					0	Ich	BLOB	anonymous	2018-01-25T12:47:57.982		0					3	0.0450180072028812		BLOB	0	1	43	6365	0	0	43	0	0	43	6368	0	0	43	0	0	1	0	0	anonymous	2018-01-25T12:47:57.983
83	83	0	16	12					0	Ich	BLOB	anonymous	2018-01-25T12:48:28.317		0					3	0.00390706397166076		BLOB	0	1	207	74893	0	0	207	0	0	207	74896	0	0	207	0	0	0	0	0	anonymous	2018-01-25T12:48:28.317
86	86	0	17	4					0	Ich	BLOB	anonymous	2018-01-25T12:58:43.890		0					3	0.0141669814884775		BLOB	0	1	55	12331	0	0	55	0	0	55	12334	0	0	55	0	0	0	0	0	anonymous	2018-01-25T12:58:43.890
87	87	0	17	4					0	ich	BLOB	anonymous	2018-01-25T12:58:53.346		0					3	0.0141669814884775		BLOB	0	1	55	12478	0	0	55	0	0	55	12481	0	0	55	0	0	0	0	0	anonymous	2018-01-25T12:58:53.346
88	88	0	17	8					0	ich	BLOB	anonymous	2018-01-25T12:59:22.225		0					3	0.0141669814884775		BLOB	0	1	82	20852	0	0	82	0	0	82	20855	0	0	82	0	0	0	0	0	anonymous	2018-01-25T12:59:22.225
89	89	0	17	10					0	Ich	BLOB	anonymous	2018-01-25T12:59:33.280		0					3	0.0141669814884775		BLOB	0	1	84	20959	0	0	84	0	0	84	20962	0	0	84	0	0	0	0	0	anonymous	2018-01-25T12:59:33.281
90	90	0	17	8					0	Ich	BLOB	anonymous	2018-01-25T12:59:41.064		0					3	0.0141669814884775		BLOB	0	1	84	20966	0	0	84	0	0	84	20969	0	0	84	0	0	0	0	0	anonymous	2018-01-25T12:59:41.064
91	91	0	17	10					0	Ich	BLOB	anonymous	2018-01-25T12:59:47.400		0					3	0.0141669814884775		BLOB	0	1	84	20991	0	0	84	0	0	84	20994	0	0	84	0	0	0	0	0	anonymous	2018-01-25T12:59:47.401
92	92	0	17	8					0	Ich	BLOB	anonymous	2018-01-25T12:59:58.479		0					3	0.0141669814884775		BLOB	0	1	88	21177	0	0	88	0	0	88	21180	0	0	88	0	0	0	0	0	anonymous	2018-01-25T12:59:58.480
93	93	0	19	2					0	ich	BLOB	anonymous	2018-01-25T13:03:48.809		0					3	0.0324675324675325		BLOB	0	1	4	2144	0	0	4	0	0	4	2147	0	0	4	0	0	0	0	0	anonymous	2018-01-25T13:03:48.809
94	94	0	19	2					0	ich	BLOB	anonymous	2018-01-25T13:05:12.943		0					3	0.0324675324675325		BLOB	0	1	4	2285	0	0	4	0	0	4	2288	0	0	4	0	0	0	0	0	anonymous	2018-01-25T13:05:12.943
95	95	0	19	2					0	Ich	BLOB	anonymous	2018-01-25T13:06:11.165		0					3	0.0324675324675325		BLOB	0	1	13	6207	0	0	13	0	0	13	6210	0	0	13	0	0	0	0	0	anonymous	2018-01-25T13:06:11.165
96	96	0	19	2					0	ich	BLOB	anonymous	2018-01-25T13:06:32.051		0					3	0.0324675324675325		BLOB	0	1	13	6525	0	0	13	0	0	13	6528	0	0	13	0	0	0	0	0	anonymous	2018-01-25T13:06:32.051
97	97	0	19	2					0	Ich	BLOB	anonymous	2018-01-25T13:07:18.057		0					3	0.0324675324675325		BLOB	0	1	13	6616	0	0	13	0	0	13	6619	0	0	13	0	0	0	0	0	anonymous	2018-01-25T13:07:18.058
98	98	0	19	6					0	ich	BLOB	anonymous	2018-01-25T13:07:23.602		0					3	0.0324675324675325		BLOB	0	1	13	6937	0	0	13	0	0	13	6940	0	0	13	0	0	0	0	0	anonymous	2018-01-25T13:07:23.602
99	99	0	19	6					0	ich	BLOB	anonymous	2018-01-25T13:07:39.594		0					3	0.0324675324675325		BLOB	0	1	13	7103	0	0	13	0	0	13	7106	0	0	13	0	0	0	0	0	anonymous	2018-01-25T13:07:39.594
100	100	0	20	14					0	Ich	BLOB	anonymous	2018-01-25T13:08:36.127		0					3	0.0166666666666667		BLOB	0	1	63	17215	0	0	63	0	0	63	17218	0	0	63	0	0	0	0	0	anonymous	2018-01-25T13:08:36.128
101	101	0	20	14					0	ich	BLOB	anonymous	2018-01-25T13:08:40.495		0					3	0.0166666666666667		BLOB	0	1	63	17283	0	0	63	0	0	63	17286	0	0	63	0	0	0	0	0	anonymous	2018-01-25T13:08:40.496
102	102	0	20	14					0	Ich	BLOB	anonymous	2018-01-25T13:08:54.239		0					3	0.0166666666666667		BLOB	0	1	64	17768	0	0	64	0	0	64	17771	0	0	64	0	0	0	0	0	anonymous	2018-01-25T13:08:54.239
103	103	0	23	13					0	ich	BLOB	anonymous	2018-01-25T13:09:08.063		0					3	0.0685557586837294		BLOB	0	1	4	192	0	0	4	0	0	4	195	0	0	4	0	0	1	0	0	anonymous	2018-01-25T13:09:08.064
104	104	0	23	5					0	ich	BLOB	anonymous	2018-01-25T13:09:32.158		0					3	0.0685557586837294		BLOB	0	1	31	2265	0	0	31	0	0	31	2268	0	0	31	0	0	0	0	0	anonymous	2018-01-25T13:09:32.158
105	105	0	23	4					0	ich	BLOB	anonymous	2018-01-25T13:09:57.293		0					3	0.0685557586837294		BLOB	0	1	31	2433	0	0	31	0	0	31	2436	0	0	31	0	0	0	0	0	anonymous	2018-01-25T13:09:57.293
106	106	0	23	4					0	ich	BLOB	anonymous	2018-01-25T13:10:10.528		0					3	0.0685557586837294		BLOB	0	1	31	2652	0	0	31	0	0	31	2655	0	0	31	0	0	0	0	0	anonymous	2018-01-25T13:10:10.528
107	107	0	27	8					0	Ich	BLOB	anonymous	2018-01-25T13:10:23.956		0					3	0.0271296798697775		BLOB	0	1	64	10279	0	0	64	0	0	64	10282	0	0	64	0	0	0	0	0	anonymous	2018-01-25T13:10:23.957
108	108	0	27	8					0	Ich	BLOB	anonymous	2018-01-25T13:10:37.932		0					3	0.0271296798697775		BLOB	0	1	66	10501	0	0	66	0	0	66	10504	0	0	66	0	0	0	0	0	anonymous	2018-01-25T13:10:37.932
109	109	0	27	8					0	ich	BLOB	anonymous	2018-01-25T13:10:57.796		0					3	0.0271296798697775		BLOB	0	1	75	10936	0	0	75	0	0	75	10939	0	0	75	0	0	0	0	0	anonymous	2018-01-25T13:10:57.796
110	110	0	28	13					0	ich	BLOB	anonymous	2018-01-25T13:11:14.499		0					3	0.00201832640374601		BLOB	0	1	100	10423	0	0	100	0	0	100	10426	0	0	100	0	0	0	0	0	anonymous	2018-01-25T13:11:14.499
111	111	0	28	13					0	ich	BLOB	anonymous	2018-01-25T13:11:31.986		0					3	0.00201832640374601		BLOB	0	1	102	11768	0	0	102	0	0	102	11771	0	0	102	0	0	0	0	0	anonymous	2018-01-25T13:11:31.987
112	112	0	29	14					0	ich	BLOB	anonymous	2018-01-25T13:14:37.980		0					3	0.00210994204692511		BLOB	2	1	79: 51	177	551	79	51	179	560	79: 53	185	551	79	54	191	560	0	0	0	anonymous	2018-01-25T13:14:37.980
113	113	0	29	14					0	ich	BLOB	anonymous	2018-01-25T13:14:43.004		0					3	0.00210994204692511		BLOB	2	1	79: 76	291	551	79	76	293	560	79: 78	299	551	79	79	305	560	0	0	0	anonymous	2018-01-25T13:14:43.004
115	115	0	30	4					0	ich	BLOB	anonymous	2018-01-25T13:16:20.706		0					3	0.0550660792951542		BLOB	0	1	21	3116	0	0	21	0	0	21	3119	0	0	21	0	0	0	0	0	anonymous	2018-01-25T13:16:20.706
116	116	0	30	4					0	ich	BLOB	anonymous	2018-01-25T13:16:26.609		0					3	0.0550660792951542		BLOB	0	1	21	3333	0	0	21	0	0	21	3336	0	0	21	0	0	0	0	0	anonymous	2018-01-25T13:16:26.609
117	117	0	30	4					0	Ich	BLOB	anonymous	2018-01-25T13:19:03.165		0					3	0.0550660792951542		BLOB	0	1	21	2948	0	0	21	0	0	21	2951	0	0	21	0	0	0	0	0	anonymous	2018-01-25T13:19:03.165
118	118	0	30	4					0	ich	BLOB	anonymous	2018-01-25T13:19:24.292		0					3	0.0550660792951542		BLOB	0	1	23	3592	0	0	23	0	0	23	3595	0	0	23	0	0	0	0	0	anonymous	2018-01-25T13:19:24.292
119	119	0	30	4					0	ich	BLOB	anonymous	2018-01-25T13:19:30.764		0					3	0.0550660792951542		BLOB	0	1	23	3665	0	0	23	0	0	23	3668	0	0	23	0	0	0	0	0	anonymous	2018-01-25T13:19:30.764
120	120	0	30	4					0	ich	BLOB	anonymous	2018-01-25T13:19:35.748		0					3	0.0550660792951542		BLOB	0	1	23	3819	0	0	23	0	0	23	3822	0	0	23	0	0	0	0	0	anonymous	2018-01-25T13:19:35.748
121	121	0	30	4					0	ich	BLOB	anonymous	2018-01-25T13:19:42.348		0					3	0.0550660792951542		BLOB	0	1	24	3982	0	0	24	0	0	24	3985	0	0	24	0	0	0	0	0	anonymous	2018-01-25T13:19:42.348
122	122	0	30	4					0	ich	BLOB	anonymous	2018-01-25T13:19:49.307		0					3	0.0550660792951542		BLOB	0	1	24	4072	0	0	24	0	0	24	4075	0	0	24	0	0	0	0	0	anonymous	2018-01-25T13:19:49.307
